algo,rate,seed,episode,return,length,final_gain
SAC,0.02,1,11.0,272.401293107223,216.0,0.0
SAC,0.02,1,12.0,36.53163546277216,146.0,0.09999999999999998
SAC,0.02,1,13.0,41.04533271017797,138.0,0.26
SAC,0.02,1,14.0,280.79369561776303,232.0,0.0
SAC,0.02,1,15.0,255.10440758249993,245.0,0.0
SAC,0.02,1,16.0,275.9661253702755,200.0,0.0
SAC,0.02,1,17.0,235.50777797134893,259.0,0.0
SAC,0.02,1,18.0,270.63780227130167,233.0,0.0
SAC,0.02,1,19.0,52.023929959394366,143.0,0.16000000000000003
SAC,0.02,2,0.0,21.429033834148044,160.0,0.0
SAC,0.02,2,1.0,25.076441128670922,167.0,0.0
SAC,0.02,2,2.0,-21.03097565967917,166.0,0.0
SAC,0.02,2,3.0,18.51849130475813,165.0,0.0
SAC,0.02,2,4.0,285.5229619715645,205.0,0.0
SAC,0.02,2,5.0,286.62970391640084,223.0,0.0
SAC,0.02,2,6.0,275.5830861057353,237.0,0.0
SAC,0.02,2,7.0,264.9074057951063,208.0,0.0
SAC,0.02,2,8.0,2.011430699752296,166.0,0.0
SAC,0.02,2,9.0,262.5436570811236,236.0,0.0
SAC,0.02,2,10.0,56.3540600947552,159.0,0.0
SAC,0.02,2,11.0,282.32734357367553,182.0,0.0
SAC,0.02,2,12.0,22.841142242284974,158.0,0.0
SAC,0.02,2,13.0,35.43358268876722,162.0,0.0
SAC,0.02,2,14.0,-25.036149921536165,167.0,0.0
SAC,0.02,2,15.0,272.0152685885671,215.0,0.0
SAC,0.02,2,16.0,-39.174887041679526,169.0,0.0
SAC,0.02,2,17.0,-21.941221692731546,172.0,0.0
SAC,0.02,2,18.0,301.3547746428234,223.0,0.0
SAC,0.02,2,19.0,281.755882740638,200.0,0.0
SAC,0.02,3,0.0,242.88162308582,189.0,0.0
SAC,0.02,3,1.0,44.521487726091266,155.0,0.0
SAC,0.02,3,2.0,258.0352262371505,167.0,0.0
SAC,0.02,3,3.0,38.37883259254761,161.0,0.0
SAC,0.02,3,4.0,287.9866785410943,160.0,0.0
SAC,0.02,3,5.0,46.854958723508474,158.0,0.0
SAC,0.02,3,6.0,22.298668955760633,163.0,0.0
SAC,0.02,3,7.0,22.446936214690652,160.0,0.0
SAC,0.02,3,8.0,252.66373723689716,227.0,0.0
SAC,0.02,3,9.0,241.41177917442593,211.0,0.0
SAC,0.02,3,10.0,248.31567926224852,211.0,0.0
SAC,0.02,3,11.0,31.9702685137421,159.0,0.0
SAC,0.02,3,12.0,254.36738845817658,194.0,0.0
SAC,0.02,3,13.0,265.0410395875617,177.0,0.0
SAC,0.02,3,14.0,8.788569794969078,165.0,0.0
SAC,0.02,3,15.0,266.51123067287836,224.0,0.0
SAC,0.02,3,16.0,235.99595692824604,221.0,0.0
SAC,0.02,3,17.0,243.83358120411793,182.0,0.0
SAC,0.02,3,18.0,253.52509717660723,199.0,0.0
SAC,0.02,3,19.0,154.2953262692788,654.0,0.0
SAC,0.02,4,0.0,262.8679034735356,176.0,0.0
SAC,0.02,4,1.0,-58.50071452259368,176.0,0.0
SAC,0.02,4,2.0,259.1226001568227,199.0,0.0
SAC,0.02,4,3.0,247.20864213454408,189.0,0.0
SAC,0.02,4,4.0,26.029277819289874,159.0,0.0
SAC,0.02,4,5.0,-149.51720497629043,420.0,0.0
SAC,0.02,4,6.0,266.4842350652481,164.0,0.0
SAC,0.02,4,7.0,270.2217666584793,208.0,0.0
SAC,0.02,4,8.0,30.251441879861773,83.0,1.0
SAC,0.02,4,9.0,57.99984244583035,154.0,0.0
SAC,0.02,4,10.0,33.92737281195488,153.0,0.0
SAC,0.02,4,11.0,240.1422121425106,181.0,0.0
SAC,0.02,4,12.0,29.463788558778617,153.0,0.0
SAC,0.02,4,13.0,240.8691218314068,172.0,0.0
SAC,0.02,4,14.0,-32.859901649254425,167.0,0.0
SAC,0.02,4,15.0,275.31883331869557,209.0,0.0
SAC,0.02,4,16.0,-24.70506109574339,168.0,0.0
SAC,0.02,4,17.0,-21.916950413346683,165.0,0.0
SAC,0.02,4,18.0,7.890799254366499,158.0,0.0
SAC,0.02,4,19.0,42.311943669008116,154.0,0.0
SAC,0.01,0,0.0,297.4999555368724,169.0,0.31999999999999995
SAC,0.01,0,1.0,279.6353815550914,228.0,0.0
SAC,0.01,0,2.0,285.31682609339475,222.0,0.0
SAC,0.01,0,3.0,309.3727672101996,167.0,0.33999999999999997
SAC,0.01,0,4.0,280.337693393777,192.0,0.08999999999999997
SAC,0.01,0,5.0,267.77698920306864,188.0,0.13
SAC,0.01,0,6.0,277.7319496820615,159.0,0.42000000000000004
SAC,0.01,0,7.0,207.1887965868164,370.0,0.0
SAC,0.01,0,8.0,284.74037189401616,188.0,0.13
SAC,0.01,0,9.0,196.28981844788422,364.0,0.0
SAC,0.01,0,10.0,286.725164465995,149.0,0.52
SAC,0.01,0,11.0,254.6015676634576,170.0,0.30999999999999994
SAC,0.01,0,12.0,275.3404256992862,205.0,0.0
SAC,0.01,0,13.0,267.0554554237704,197.0,0.040000000000000036
SAC,0.01,0,14.0,283.2836059363734,147.0,0.54
SAC,0.01,0,15.0,273.8973177449116,171.0,0.29999999999999993
SAC,0.01,0,16.0,248.17561674459708,195.0,0.05999999999999994
SAC,0.01,0,17.0,273.9910360923958,174.0,0.27
SAC,0.01,0,18.0,-72.36823040583619,373.0,0.0
SAC,0.01,0,19.0,274.884439099969,168.0,0.32999999999999996
SAC,0.01,1,0.0,25.436617965922167,138.0,0.63
SAC,0.01,1,1.0,279.26989489635355,186.0,0.15000000000000002
SAC,0.01,1,2.0,284.04683475557204,206.0,0.0
SAC,0.01,1,3.0,70.64050263682884,178.0,0.22999999999999998
SAC,0.01,1,4.0,281.51580302738745,167.0,0.33999999999999997
SAC,0.01,1,5.0,273.1027854913733,202.0,0.0
SAC,0.01,1,6.0,62.739013957996406,163.0,0.38
SAC,0.01,1,7.0,267.8819871640386,179.0,0.21999999999999997
SAC,0.01,1,8.0,318.2528343071581,264.0,0.0
SAC,0.01,1,9.0,243.25760278233466,300.0,0.0
SAC,0.01,1,10.0,54.94694534413284,162.0,0.39
SAC,0.01,1,11.0,271.0744032511436,197.0,0.040000000000000036
SAC,0.01,1,12.0,45.193139812669614,149.0,0.52
SAC,0.01,1,13.0,276.71953259355337,202.0,0.0
SAC,0.01,1,14.0,277.54239277956106,186.0,0.15000000000000002
SAC,0.01,1,15.0,254.487125759158,317.0,0.0
SAC,0.01,1,16.0,275.67607027717474,201.0,0.0
SAC,0.01,1,17.0,238.06606458250417,437.0,0.0
SAC,0.01,1,18.0,276.6665121692347,233.0,0.0
SAC,0.01,1,19.0,285.6808366621299,216.0,0.0
SAC,0.01,2,0.0,249.0857627149232,220.0,0.0
SAC,0.01,2,1.0,54.210552289959054,194.0,0.06999999999999995
SAC,0.01,2,2.0,294.440854477398,249.0,0.0
SAC,0.01,2,3.0,286.9008712475553,267.0,0.0
SAC,0.01,2,4.0,272.14327257949935,196.0,0.04999999999999993
SAC,0.01,2,5.0,285.39012140734997,207.0,0.0
SAC,0.01,2,6.0,283.08338637218264,211.0,0.0
SAC,0.01,2,7.0,272.11987184295356,199.0,0.020000000000000018
SAC,0.01,2,8.0,271.63556089765115,246.0,0.0
SAC,0.01,2,9.0,264.8695201639831,196.0,0.04999999999999993
SAC,0.01,2,10.0,298.1338459770534,246.0,0.0
SAC,0.01,2,11.0,280.64848305315536,190.0,0.10999999999999999
SAC,0.01,2,12.0,252.62003753453885,212.0,0.0
SAC,0.01,2,13.0,288.5407505850662,234.0,0.0
SAC,0.01,2,14.0,53.06439366437405,186.0,0.15000000000000002
SAC,0.01,2,15.0,270.9940362431695,192.0,0.08999999999999997
SAC,0.01,2,16.0,54.388196138754495,188.0,0.13
SAC,0.01,2,17.0,296.38354158756687,260.0,0.0
SAC,0.01,2,18.0,298.59169782523736,192.0,0.08999999999999997
SAC,0.01,2,19.0,279.8462382607299,197.0,0.040000000000000036
SAC,0.01,3,0.0,241.16397234263192,186.0,0.15000000000000002
SAC,0.01,3,1.0,271.164369530007,238.0,0.0
SAC,0.01,3,2.0,257.57811190422035,183.0,0.17999999999999994
SAC,0.01,3,3.0,264.5187807416248,245.0,0.0
SAC,0.01,3,4.0,287.5849085777186,160.0,0.41000000000000003
SAC,0.01,3,5.0,283.24247303307067,212.0,0.0
SAC,0.01,3,6.0,301.24490643340596,252.0,0.0
SAC,0.01,3,7.0,275.4299049432287,236.0,0.0
SAC,0.01,3,8.0,258.47160032516683,202.0,0.0
SAC,0.01,3,9.0,249.8833680589959,196.0,0.04999999999999993
SAC,0.01,3,10.0,248.56288520359723,236.0,0.0
SAC,0.01,3,11.0,278.21406679263544,222.0,0.0
SAC,0.01,3,12.0,261.4549946916459,191.0,0.09999999999999998
SAC,0.01,3,13.0,265.4902129954269,170.0,0.30999999999999994
SAC,0.01,3,14.0,304.6085490135612,251.0,0.0
SAC,0.01,3,15.0,261.2104545910634,204.0,0.0
SAC,0.01,3,16.0,239.99574531130406,224.0,0.0
SAC,0.01,3,17.0,243.6307343451167,183.0,0.17999999999999994
SAC,0.01,3,18.0,257.1692943174793,173.0,0.28
SAC,0.01,3,19.0,150.0218391152364,582.0,0.0
SAC,0.01,4,0.0,259.4896213966223,196.0,0.04999999999999993
SAC,0.01,4,1.0,-79.29367536640022,224.0,0.0
SAC,0.01,4,2.0,258.4799323840952,199.0,0.020000000000000018
SAC,0.01,4,3.0,246.19575173436706,178.0,0.22999999999999998
SAC,0.01,4,4.0,279.2693742294014,242.0,0.0
SAC,0.01,4,5.0,-156.48500818523468,431.0,0.0
SAC,0.01,4,6.0,265.93688442169025,166.0,0.35
SAC,0.01,4,7.0,268.4810940287907,193.0,0.07999999999999996
SAC,0.01,4,8.0,30.251441879861773,83.0,1.0
SAC,0.01,4,9.0,278.7386229577544,192.0,0.08999999999999997
SAC,0.01,4,10.0,275.65824625916935,223.0,0.0
SAC,0.01,4,11.0,238.03382092290397,186.0,0.15000000000000002
SAC,0.01,4,12.0,276.2837147822494,206.0,0.0
SAC,0.01,4,13.0,249.24931796076766,177.0,0.24
SAC,0.01,4,14.0,52.8896786882876,184.0,0.16999999999999993
SAC,0.01,4,15.0,274.4498841746438,193.0,0.07999999999999996
SAC,0.01,4,16.0,-21.365624506768995,220.0,0.0
SAC,0.01,4,17.0,60.10401731508995,183.0,0.17999999999999994
SAC,0.01,4,18.0,286.1885400408713,228.0,0.0
SAC,0.01,4,19.0,274.40758757712547,201.0,0.0
SAC,0.005,0,0.0,298.24126488743286,168.0,0.665
SAC,0.005,0,1.0,288.3857846402492,219.0,0.41000000000000003
SAC,0.005,0,2.0,282.6974456223692,196.0,0.5249999999999999
SAC,0.005,0,3.0,309.49568560527274,169.0,0.6599999999999999
SAC,0.005,0,4.0,279.32905431301947,182.0,0.595
SAC,0.005,0,5.0,267.9577984931991,185.0,0.5800000000000001
SAC,0.005,0,6.0,277.38154672577787,158.0,0.715
SAC,0.005,0,7.0,217.76393340204606,415.0,0.0
SAC,0.005,0,8.0,283.65457058388415,189.0,0.56
SAC,0.005,0,9.0,196.3914079739904,432.0,0.0
SAC,0.005,0,10.0,286.73117830142024,149.0,0.76
SAC,0.005,0,11.0,254.42789815443928,172.0,0.645
SAC,0.005,0,12.0,274.7498672166996,202.0,0.495
SAC,0.005,0,13.0,265.64210673914073,190.0,0.5549999999999999
SAC,0.005,0,14.0,283.2387160595863,147.0,0.77
SAC,0.005,0,15.0,272.57154753365177,170.0,0.655
SAC,0.005,0,16.0,247.6527006026376,184.0,0.585
SAC,0.005,0,17.0,273.95195165285054,168.0,0.665
SAC,0.005,0,18.0,-82.77002793623298,385.0,0.0
SAC,0.005,0,19.0,274.58955634166045,165.0,0.6799999999999999
SAC,0.005,1,0.0,30.837725430353146,140.0,0.8049999999999999
SAC,0.005,1,1.0,279.41080961381516,183.0,0.59
SAC,0.005,1,2.0,283.81847411439776,215.0,0.42999999999999994
SAC,0.005,1,3.0,304.55697580265064,244.0,0.28500000000000003
SAC,0.005,1,4.0,281.45925516920653,166.0,0.675
SAC,0.005,1,5.0,271.9919379469068,191.0,0.55
SAC,0.005,1,6.0,291.8566220884096,211.0,0.44999999999999996
SAC,0.005,1,7.0,267.1416221972156,182.0,0.595
SAC,0.005,1,8.0,299.5336298484888,228.0,0.365
SAC,0.005,1,9.0,229.29225594986633,378.0,0.0
SAC,0.005,1,10.0,290.26350103928655,219.0,0.41000000000000003
SAC,0.005,1,11.0,270.1028601528219,189.0,0.56
SAC,0.005,1,12.0,49.22257599292132,153.0,0.74
SAC,0.005,1,13.0,276.74380229165274,187.0,0.5700000000000001
SAC,0.005,1,14.0,274.80112306283706,204.0,0.485
SAC,0.005,1,15.0,252.90183989505834,342.0,0.0
SAC,0.005,1,16.0,274.17643186528187,187.0,0.5700000000000001
SAC,0.005,1,17.0,245.2429186354346,183.0,0.59
SAC,0.005,1,18.0,273.4586739716962,281.0,0.09999999999999998
SAC,0.005,1,19.0,285.10779465038183,194.0,0.5349999999999999
SAC,0.005,2,0.0,246.99240682097675,214.0,0.43499999999999994
SAC,0.005,2,1.0,282.2523408529993,243.0,0.29000000000000004
SAC,0.005,2,2.0,287.0449233155242,263.0,0.18999999999999995
SAC,0.005,2,3.0,283.92093103419234,241.0,0.29999999999999993
SAC,0.005,2,4.0,279.83788024793284,206.0,0.475
SAC,0.005,2,5.0,284.60194349831863,189.0,0.56
SAC,0.005,2,6.0,269.38088048321816,251.0,0.25
SAC,0.005,2,7.0,270.17081123578566,212.0,0.44499999999999995
SAC,0.005,2,8.0,267.02042831807006,245.0,0.28
SAC,0.005,2,9.0,264.38701325776447,229.0,0.36
SAC,0.005,2,10.0,280.5212501868431,223.0,0.39
SAC,0.005,2,11.0,279.01877301882575,189.0,0.56
SAC,0.005,2,12.0,250.64994602012052,213.0,0.43999999999999995
SAC,0.005,2,13.0,286.02563723599235,237.0,0.31999999999999995
SAC,0.005,2,14.0,287.47041037768304,256.0,0.22499999999999998
SAC,0.005,2,15.0,269.6647660533875,189.0,0.56
SAC,0.005,2,16.0,302.4884375191721,268.0,0.16500000000000004
SAC,0.005,2,17.0,273.6001784261761,300.0,0.0050000000000000044
SAC,0.005,2,18.0,297.5492170233474,201.0,0.5
SAC,0.005,2,19.0,277.24668825697495,212.0,0.44499999999999995
SAC,0.005,3,0.0,237.9462880138262,204.0,0.485
SAC,0.005,3,1.0,269.35776375811423,228.0,0.365
SAC,0.005,3,2.0,257.37749809159527,188.0,0.565
SAC,0.005,3,3.0,273.1528939101764,233.0,0.33999999999999997
SAC,0.005,3,4.0,287.33432838074157,157.0,0.72
SAC,0.005,3,5.0,281.08268520236805,212.0,0.44499999999999995
SAC,0.005,3,6.0,289.63881769516047,228.0,0.365
SAC,0.005,3,7.0,277.1947013027973,225.0,0.38
SAC,0.005,3,8.0,257.2137050300475,203.0,0.49
SAC,0.005,3,9.0,250.68642053853173,213.0,0.43999999999999995
SAC,0.005,3,10.0,247.74330927410716,228.0,0.365
SAC,0.005,3,11.0,275.12863114524976,222.0,0.395
SAC,0.005,3,12.0,249.89052724511646,190.0,0.5549999999999999
SAC,0.005,3,13.0,265.78628291079207,167.0,0.6699999999999999
SAC,0.005,3,14.0,-163.60358174833829,301.0,0.0
SAC,0.005,3,15.0,262.25786998241006,205.0,0.48
SAC,0.005,3,16.0,241.04838384105634,206.0,0.475
SAC,0.005,3,17.0,246.51984942465975,207.0,0.47
SAC,0.005,3,18.0,256.9900093126897,177.0,0.62
SAC,0.005,3,19.0,144.82337348222978,454.0,0.0
SAC,0.005,4,0.0,258.8970622155407,200.0,0.505
SAC,0.005,4,1.0,-75.4940454232641,326.0,0.0
SAC,0.005,4,2.0,258.3959966683236,201.0,0.5
SAC,0.005,4,3.0,245.44740633232686,180.0,0.605
SAC,0.005,4,4.0,277.92316121943,221.0,0.4
SAC,0.005,4,5.0,-81.10843576816444,322.0,0.0
SAC,0.005,4,6.0,265.8201566993956,173.0,0.64
SAC,0.005,4,7.0,267.51494896201575,197.0,0.52
SAC,0.005,4,8.0,30.251441879861773,83.0,1.0
SAC,0.005,4,9.0,276.1574556403733,192.0,0.5449999999999999
SAC,0.005,4,10.0,275.7308871818593,219.0,0.41000000000000003
SAC,0.005,4,11.0,237.8442905979292,179.0,0.61
SAC,0.005,4,12.0,274.4611846291859,210.0,0.45499999999999996
SAC,0.005,4,13.0,249.23448363712328,172.0,0.645
SAC,0.005,4,14.0,295.7687445373813,242.0,0.29500000000000004
SAC,0.005,4,15.0,273.53360958226347,195.0,0.53
SAC,0.005,4,16.0,239.21701743271348,306.0,0.0
SAC,0.005,4,17.0,299.40217959510215,231.0,0.35
SAC,0.005,4,18.0,284.85900432434556,225.0,0.38
SAC,0.005,4,19.0,272.5904428407,201.0,0.5
SAC,0.002,0,0.0,297.0440823214519,166.0,0.87
SAC,0.002,0,1.0,287.06705037991685,216.0,0.77
SAC,0.002,0,2.0,282.63845801596267,207.0,0.788
SAC,0.002,0,3.0,309.32518500028397,168.0,0.866
SAC,0.002,0,4.0,279.6620728673737,192.0,0.8180000000000001
SAC,0.002,0,5.0,268.22203405871534,181.0,0.84
SAC,0.002,0,6.0,277.5379661826544,158.0,0.886
SAC,0.002,0,7.0,-230.42961354658235,528.0,0.14600000000000002
SAC,0.002,0,8.0,282.48392703154946,166.0,0.87
SAC,0.002,0,9.0,243.13774013837812,209.0,0.784
SAC,0.002,0,10.0,286.73953848263545,149.0,0.904
SAC,0.002,0,11.0,254.13332391770186,170.0,0.862
SAC,0.002,0,12.0,274.422206338703,192.0,0.8180000000000001
SAC,0.002,0,13.0,265.2732537267345,185.0,0.832
SAC,0.002,0,14.0,283.2118207141338,147.0,0.908
SAC,0.002,0,15.0,273.78084017544063,170.0,0.862
SAC,0.002,0,16.0,247.27995193071231,177.0,0.848
SAC,0.002,0,17.0,273.8053788014693,165.0,0.872
SAC,0.002,0,18.0,-91.91574408744431,525.0,0.15200000000000002
SAC,0.002,0,19.0,274.32128193716505,164.0,0.874
SAC,0.002,1,0.0,26.89834132162997,140.0,0.922
SAC,0.002,1,1.0,279.72272282467924,188.0,0.826
SAC,0.002,1,2.0,283.4969982217334,236.0,0.73
SAC,0.002,1,3.0,302.4528130358484,214.0,0.774
SAC,0.002,1,4.0,281.58119035113,170.0,0.862
SAC,0.002,1,5.0,270.0613976096687,198.0,0.806
SAC,0.002,1,6.0,291.6526294454483,212.0,0.778
SAC,0.002,1,7.0,267.1003276220266,176.0,0.85
SAC,0.002,1,8.0,307.2988034066083,216.0,0.77
SAC,0.002,1,9.0,273.6732186445993,207.0,0.788
SAC,0.002,1,10.0,289.240677220459,206.0,0.79
SAC,0.002,1,11.0,268.6499584785771,193.0,0.8160000000000001
SAC,0.002,1,12.0,278.44259343685854,234.0,0.734
SAC,0.002,1,13.0,276.48673085796696,188.0,0.826
SAC,0.002,1,14.0,273.4534481757616,202.0,0.798
SAC,0.002,1,15.0,243.75551840632514,167.0,0.868
SAC,0.002,1,16.0,274.8500349388974,180.0,0.842
SAC,0.002,1,17.0,244.945722556541,199.0,0.804
SAC,0.002,1,18.0,266.0568610317154,199.0,0.804
SAC,0.002,1,19.0,285.0252385981155,207.0,0.788
SAC,0.002,2,0.0,245.62396258270394,218.0,0.766
SAC,0.002,2,1.0,281.54906778747284,238.0,0.726
SAC,0.002,2,2.0,286.3630592859884,254.0,0.694
SAC,0.002,2,3.0,282.1535176967138,242.0,0.718
SAC,0.002,2,4.0,278.01469447427894,219.0,0.764
SAC,0.002,2,5.0,283.01392158832175,192.0,0.8180000000000001
SAC,0.002,2,6.0,267.42216125070684,250.0,0.702
SAC,0.002,2,7.0,269.438665452695,214.0,0.774
SAC,0.002,2,8.0,265.27572024430805,240.0,0.722
SAC,0.002,2,9.0,252.68034870411915,358.0,0.486
SAC,0.002,2,10.0,276.7071620430588,230.0,0.742
SAC,0.002,2,11.0,278.1811076964269,194.0,0.8140000000000001
SAC,0.002,2,12.0,249.74026483724998,218.0,0.766
SAC,0.002,2,13.0,286.0701383888404,233.0,0.736
SAC,0.002,2,14.0,286.49571050722545,247.0,0.708
SAC,0.002,2,15.0,268.8925108230462,190.0,0.8220000000000001
SAC,0.002,2,16.0,300.54859833078126,262.0,0.6779999999999999
SAC,0.002,2,17.0,284.6064970866888,274.0,0.6539999999999999
SAC,0.002,2,18.0,295.59737382439636,215.0,0.772
SAC,0.002,2,19.0,274.49633213129005,226.0,0.75
SAC,0.002,3,0.0,240.34548349243016,185.0,0.832
SAC,0.002,3,1.0,266.83091587128933,226.0,0.75
SAC,0.002,3,2.0,258.0411412220601,173.0,0.856
SAC,0.002,3,3.0,273.446300541808,232.0,0.738
SAC,0.002,3,4.0,287.9583614074687,159.0,0.884
SAC,0.002,3,5.0,281.5040957188371,223.0,0.756
SAC,0.002,3,6.0,287.7521942504925,238.0,0.726
SAC,0.002,3,7.0,274.7521810490167,264.0,0.6739999999999999
SAC,0.002,3,8.0,257.85218686901544,220.0,0.762
SAC,0.002,3,9.0,247.31554757541497,224.0,0.754
SAC,0.002,3,10.0,249.02020913371678,185.0,0.832
SAC,0.002,3,11.0,261.9689287712307,236.0,0.73
SAC,0.002,3,12.0,259.85724068576974,204.0,0.794
SAC,0.002,3,13.0,265.41421513032776,166.0,0.87
SAC,0.002,3,14.0,274.4917002197693,250.0,0.702
SAC,0.002,3,15.0,261.1880354615936,208.0,0.786
SAC,0.002,3,16.0,239.17066275754397,208.0,0.786
SAC,0.002,3,17.0,247.22680040774193,211.0,0.78
SAC,0.002,3,18.0,257.0747931791557,173.0,0.856
SAC,0.002,3,19.0,250.45368462167056,184.0,0.834
SAC,0.002,4,0.0,258.29654885268803,202.0,0.798
SAC,0.002,4,1.0,-161.12230506542687,463.0,0.276
SAC,0.002,4,2.0,258.2864456110991,202.0,0.798
SAC,0.002,4,3.0,245.3132385978255,176.0,0.85
SAC,0.002,4,4.0,276.853356442223,222.0,0.758
SAC,0.002,4,5.0,-238.78798217655415,481.0,0.24
SAC,0.002,4,6.0,265.7959982323712,167.0,0.868
SAC,0.002,4,7.0,267.63316769061777,198.0,0.806
SAC,0.002,4,8.0,30.251441879861773,83.0,1.0
SAC,0.002,4,9.0,275.26665538410407,196.0,0.81
SAC,0.002,4,10.0,274.0153351169124,224.0,0.754
SAC,0.002,4,11.0,237.8307791043463,177.0,0.848
SAC,0.002,4,12.0,273.44265256726726,212.0,0.778
SAC,0.002,4,13.0,249.49005217682108,172.0,0.858
SAC,0.002,4,14.0,298.2388306508309,237.0,0.728
SAC,0.002,4,15.0,272.7879796279366,194.0,0.8140000000000001
SAC,0.002,4,16.0,228.98321157946734,267.0,0.6679999999999999
SAC,0.002,4,17.0,300.2307916591582,232.0,0.738
SAC,0.002,4,18.0,283.0195288755578,226.0,0.75
SAC,0.002,4,19.0,271.97173265705305,204.0,0.794
PPO_DR,0.02,0,0.0,-84.64623861793991,187.0,0.0
PPO_DR,0.02,0,1.0,-116.35746435667085,192.0,0.0
PPO_DR,0.02,0,2.0,-133.26548366869145,194.0,0.0
PPO_DR,0.02,0,3.0,-112.66483809371297,195.0,0.0
PPO_DR,0.02,0,4.0,-126.82148585272222,192.0,0.0
PPO_DR,0.02,0,5.0,-136.8932746224217,184.0,0.0
PPO_DR,0.02,0,6.0,-116.6747759307455,198.0,0.0
PPO_DR,0.02,0,7.0,-75.73095664491517,188.0,0.0
PPO_DR,0.02,0,8.0,-103.5704320313098,189.0,0.0
PPO_DR,0.02,0,9.0,-98.57165635700996,188.0,0.0
PPO_DR,0.02,0,10.0,-133.5588482353893,194.0,0.0
PPO_DR,0.02,0,11.0,-152.04789016387397,189.0,0.0
PPO_DR,0.02,0,12.0,-119.45747433529245,192.0,0.0
PPO_DR,0.02,0,13.0,-83.39617760469542,199.0,0.0
PPO_DR,0.02,0,14.0,-101.53116672919441,191.0,0.0
PPO_DR,0.02,0,15.0,-83.39206646873356,203.0,0.0
PPO_DR,0.02,0,16.0,-142.7326597019265,194.0,0.0
PPO_DR,0.02,0,17.0,-129.71036386524625,190.0,0.0
PPO_DR,0.02,0,18.0,-118.10649870060334,199.0,0.0
PPO_DR,0.02,0,19.0,-129.60225887948383,190.0,0.0
PPO_DR,0.02,1,0.0,-69.73189913430777,177.0,0.0
PPO_DR,0.02,1,1.0,-76.68340022257705,177.0,0.0
PPO_DR,0.02,1,2.0,-74.0906746961469,182.0,0.0
PPO_DR,0.02,1,3.0,-60.332280450258864,178.0,0.0
PPO_DR,0.02,1,4.0,-77.50181169115137,173.0,0.0
PPO_DR,0.02,1,5.0,-94.59761315984464,179.0,0.0
PPO_DR,0.02,1,6.0,-34.553233704111534,181.0,0.0
PPO_DR,0.02,1,7.0,-84.3904314731676,175.0,0.0
PPO_DR,0.02,1,8.0,-31.443403826683493,181.0,0.0
PPO_DR,0.02,1,9.0,-25.60104728413573,175.0,0.0
PPO_DR,0.02,1,10.0,-74.40797838471728,176.0,0.0
PPO_DR,0.02,1,11.0,-94.80888763516514,179.0,0.0
PPO_DR,0.02,1,12.0,-69.31294034538834,174.0,0.0
PPO_DR,0.02,1,13.0,-96.3188491846246,175.0,0.0
PPO_DR,0.02,1,14.0,-90.73512545908918,185.0,0.0
PPO_DR,0.02,1,15.0,-65.64233876657211,178.0,0.0
PPO_DR,0.02,1,16.0,-70.20325988778852,180.0,0.0
PPO_DR,0.02,1,17.0,-48.80366096948474,180.0,0.0
PPO_DR,0.02,1,18.0,-45.44265163768088,183.0,0.0
PPO_DR,0.02,1,19.0,-82.21838177874129,172.0,0.0
PPO_DR,0.02,2,0.0,-118.7562798739898,189.0,0.0
PPO_DR,0.02,2,1.0,-82.52274170035334,201.0,0.0
PPO_DR,0.02,2,2.0,-90.09026435834606,191.0,0.0
PPO_DR,0.02,2,3.0,-113.22468188916231,194.0,0.0
PPO_DR,0.02,2,4.0,-101.57714392785111,180.0,0.0
PPO_DR,0.02,2,5.0,-118.68406562439091,189.0,0.0
PPO_DR,0.02,2,6.0,-125.32403454563172,183.0,0.0
PPO_DR,0.02,2,7.0,-97.91330543352943,193.0,0.0
PPO_DR,0.02,2,8.0,-83.91911061003435,188.0,0.0
PPO_DR,0.02,2,9.0,-119.4825397366639,180.0,0.0
PPO_DR,0.02,2,10.0,-98.15702027508665,187.0,0.0
PPO_DR,0.02,2,11.0,-116.23148605447984,193.0,0.0
PPO_DR,0.02,2,12.0,-131.9957969533384,192.0,0.0
PPO_DR,0.02,2,13.0,-86.53347892194824,188.0,0.0
PPO_DR,0.02,2,14.0,-72.17744702041861,193.0,0.0
PPO_DR,0.02,2,15.0,-105.1450295822404,192.0,0.0
PPO_DR,0.02,2,16.0,-46.543103486702115,189.0,0.0
PPO_DR,0.02,2,17.0,-81.02735736554703,194.0,0.0
PPO_DR,0.02,2,18.0,-111.7298936345854,188.0,0.0
PPO_DR,0.02,2,19.0,-122.45771916057075,196.0,0.0
PPO_DR,0.02,3,0.0,-71.83403376175171,172.0,0.0
PPO_DR,0.02,3,1.0,-63.57201643610135,170.0,0.0
PPO_DR,0.02,3,2.0,-35.02655545893751,173.0,0.0
PPO_DR,0.02,3,3.0,-76.9320337176692,169.0,0.0
PPO_DR,0.02,3,4.0,-39.061094341522534,176.0,0.0
PPO_DR,0.02,3,5.0,-32.15953101453708,177.0,0.0
PPO_DR,0.02,3,6.0,-35.60516227562624,174.0,0.0
PPO_DR,0.02,3,7.0,-38.12777460803528,170.0,0.0
PPO_DR,0.02,3,8.0,-66.85977081898113,169.0,0.0
PPO_DR,0.02,3,9.0,-65.64703795883776,171.0,0.0
PPO_DR,0.02,3,10.0,-47.4806527311066,170.0,0.0
PPO_DR,0.02,3,11.0,-57.951583719084624,172.0,0.0
