algo,condition,seed,episode,rho,lam
PPO,nominal,2.0,6.0,-0.06127097826861502,0.34909737931241785
PPO,nominal,2.0,7.0,-0.05992876558719429,0.35213376537724905
PPO,nominal,2.0,8.0,-0.060330765428246974,0.3802129871028509
PPO,nominal,2.0,9.0,-0.06028550783317169,0.335449103445572
PPO,nominal,2.0,10.0,-0.06306994463005416,0.3253158987437441
PPO,nominal,2.0,11.0,-0.03212046340877935,0.6902814869747879
PPO,nominal,2.0,12.0,-0.04988509988311441,0.5061780344494811
PPO,nominal,2.0,13.0,-0.07563472542328357,0.22824150386370146
PPO,nominal,2.0,14.0,-0.009095665101237032,0.9014784855495186
PPO,nominal,2.0,15.0,-0.018901929830112466,0.811760103881485
PPO,nominal,2.0,16.0,-0.06370678077959965,0.3873388589089458
PPO,nominal,2.0,17.0,-0.02571680722183302,0.7008791376925834
PPO,nominal,2.0,18.0,-0.044755185101288925,0.5290028104148418
PPO,nominal,2.0,19.0,-0.054690516935225315,0.4347873579223949
PPO,nominal,3.0,0.0,-0.06029850848254102,0.8838360771665411
PPO,nominal,3.0,1.0,-0.08740462087690323,0.7263158053034711
PPO,nominal,3.0,2.0,0.08011352768248964,1.2601004545863799
PPO,nominal,3.0,3.0,-0.02498326074403683,0.9449186283373102
PPO,nominal,3.0,4.0,-0.02263540120502271,0.9359931485879632
PPO,nominal,3.0,5.0,0.16680618247557524,1.4040735244687166
PPO,nominal,3.0,6.0,0.21834561986811063,1.9415684756441478
PPO,nominal,3.0,7.0,0.14801880398549616,1.3879648399280105
PPO,nominal,3.0,8.0,0.09969093885242807,1.277528010991831
PPO,nominal,3.0,9.0,-0.07909456101040582,0.7744492241104437
PPO,nominal,3.0,10.0,0.16040491666172865,1.8505434055417784
PPO,nominal,3.0,11.0,0.04387357469196667,1.1436227805788324
PPO,nominal,3.0,12.0,-0.13482112872194052,0.4529883315102135
PPO,nominal,3.0,13.0,-0.08537666748685678,0.671100828584062
PPO,nominal,3.0,14.0,-0.06633598315708987,0.8692146342326361
PPO,nominal,3.0,15.0,0.1772967177122168,1.5717924906472145
PPO,nominal,3.0,16.0,-0.06754283893681065,0.83483492848117
PPO,nominal,3.0,17.0,0.10420406130409567,1.3149438022241804
PPO,nominal,3.0,18.0,-0.0944963386962442,0.8199736496615457
PPO,nominal,3.0,19.0,-0.04135401461794094,0.91923366949487
PPO,nominal,4.0,0.0,0.25856166664414887,1.6362023935966556
PPO,nominal,4.0,1.0,-0.15529917230783313,0.578665549770318
PPO,nominal,4.0,2.0,0.29456158330280985,1.962800419283482
PPO,nominal,4.0,3.0,0.020505208733619117,1.060239215966287
PPO,nominal,4.0,4.0,0.08923594362157482,1.2453503170268907
PPO,nominal,4.0,5.0,0.4010429032185452,2.1506374751886885
PPO,nominal,4.0,6.0,-0.031304265700132804,0.8904153374300828
PPO,nominal,4.0,7.0,0.030411902742752975,1.1146705187303412
PPO,nominal,4.0,8.0,0.15449783873676995,1.418905159579226
PPO,nominal,4.0,9.0,0.46436391188426607,2.5160209117057346
PPO,nominal,4.0,10.0,0.17593324019625983,1.4467487758386897
PPO,nominal,4.0,11.0,0.026567265904045095,1.0565103455279123
PPO,nominal,4.0,12.0,0.16174573220170163,1.4592679060384952
PPO,nominal,4.0,13.0,0.19666920957499148,1.6337559962932457
PPO,nominal,4.0,14.0,0.2946972842660317,1.9310863769104984
PPO,nominal,4.0,15.0,0.3387698620696836,2.051135261875642
PPO,nominal,4.0,16.0,0.06397199631515023,1.1796082023785317
PPO,nominal,4.0,17.0,0.2268159996915295,1.7097950440202325
PPO,nominal,4.0,18.0,0.2924977074474603,1.6712444909331678
PPO,nominal,4.0,19.0,0.14960120369154756,1.3369741391019523
PPO,actuator,0.0,0.0,-0.5654706408658511,0.013413796912806458
PPO,actuator,0.0,1.0,0.030826245203818752,20.555068422018213
PPO,actuator,0.0,2.0,0.3794022221398684,3.4842834205744913
PPO,actuator,0.0,3.0,-0.23960479984883223,0.09058808924771714
PPO,actuator,0.0,4.0,0.04924350028083113,8.13051077183022
PPO,actuator,0.0,5.0,-0.3093219023659422,0.04962558827367329
PPO,actuator,0.0,6.0,0.0911060351936687,1.5982693197243045
PPO,actuator,0.0,7.0,-0.3237531263796227,0.048276396326470065
PPO,actuator,0.0,8.0,-0.4459492771126145,0.0529477593271313
PPO,actuator,0.0,9.0,0.03156718468247326,5.450188028061425
PPO,actuator,0.0,10.0,-0.4588002527219201,0.018260225616232674
PPO,actuator,0.0,11.0,0.028976419204966235,6.954169877763514
PPO,actuator,0.0,12.0,-0.560785207764276,0.016157647574794723
PPO,actuator,0.0,13.0,-0.3866323029638938,0.03732862821472006
PPO,actuator,0.0,14.0,0.21244227041017968,1.9114207277178454
PPO,actuator,0.0,15.0,0.06270965182711234,4.875137059550228
PPO,actuator,0.0,16.0,0.24329916515369698,3.0152202040916904
PPO,actuator,0.0,17.0,0.02055159569320657,5.4509274574109945
PPO,actuator,0.0,18.0,-0.2936254868320582,0.08044828454783115
PPO,actuator,0.0,19.0,0.045864015289629384,11.819797007394241
PPO,actuator,1.0,0.0,0.0011804585456205725,1.0030880434168097
PPO,actuator,1.0,1.0,0.19305118992062884,2.6489765656979194
PPO,actuator,1.0,2.0,0.34740930133993553,2.769121325984121
PPO,actuator,1.0,3.0,-0.254741657597639,0.018838675284037796
PPO,actuator,1.0,4.0,0.30411196498849513,3.2621151539739714
PPO,actuator,1.0,5.0,0.3491472324460214,2.912563045230562
PPO,actuator,1.0,6.0,0.09400285690697513,1.3040345753208917
PPO,actuator,1.0,7.0,-0.330922180741343,0.026391169910937325
PPO,actuator,1.0,8.0,0.039345497301180865,1.37396260729084
PPO,actuator,1.0,9.0,0.3053266387056248,2.785129689488842
PPO,actuator,1.0,10.0,0.03135111033956625,3.161785736761178
PPO,actuator,1.0,11.0,0.031854637615965534,1.0959107822217462
PPO,actuator,1.0,12.0,-0.3039641336780697,0.036943354153930914
PPO,actuator,1.0,13.0,-0.2547160052246207,0.03353713933656329
PPO,actuator,1.0,14.0,-0.3312991309038301,0.0582950996091617
PPO,actuator,1.0,15.0,-0.31802116889454624,0.032495723241951914
PPO,actuator,1.0,16.0,0.47901366850483673,8.81514992553784
PPO,actuator,1.0,17.0,0.1393335044930704,1.7865048422278895
PPO,actuator,1.0,18.0,0.01952016623427096,1.0881721863796376
PPO,actuator,1.0,19.0,-0.39023120006017814,0.025860729252270672
PPO,actuator,2.0,0.0,-0.42179753469627596,0.04864947876897679
PPO,actuator,2.0,1.0,-0.27228774444270404,0.05409679770777603
PPO,actuator,2.0,2.0,-0.4089254870547858,0.024197040683961318
PPO,actuator,2.0,3.0,-0.3246764753267633,0.10354172413402457
PPO,actuator,2.0,5.0,-0.26480293683646844,0.12168374622111518
PPO,actuator,2.0,6.0,0.014072211592569741,3.4551545330290567
PPO,actuator,2.0,7.0,-0.3949285212542622,0.026271104542335246
PPO,actuator,2.0,8.0,-0.36502874997258167,0.044349337554808785
PPO,actuator,2.0,9.0,0.02618885042707491,19.935211128212693
PPO,actuator,2.0,10.0,-0.4478875396478384,0.04406920978875438
PPO,actuator,2.0,12.0,-0.32762626294800545,0.052134530116474107
PPO,actuator,2.0,13.0,-0.35261685694877776,0.05528081872184972
PPO,actuator,2.0,14.0,-0.29141809429747484,0.10563012693567725
PPO,actuator,2.0,15.0,-0.0415246329731348,0.6496180670377997
PPO,actuator,2.0,16.0,-0.36528850767457105,0.0760624546828921
PPO,actuator,2.0,17.0,-0.40474051514195564,0.026370953946180394
PPO,actuator,2.0,18.0,-0.31245516068089235,0.11131646720996136
PPO,actuator,2.0,19.0,-0.1938724386747481,0.11907617913220482
PPO,actuator,3.0,0.0,0.04689964941052501,5.204855046780396
PPO,actuator,3.0,1.0,-0.4249812095784742,0.0258295462995516
PPO,actuator,3.0,2.0,0.19481423297441652,1.5322293649482686
PPO,actuator,3.0,3.0,-0.49351324190141505,0.020395782342442992
PPO,actuator,3.0,4.0,0.22691754794595612,1.96899092494604
PPO,actuator,3.0,5.0,-0.38708747626065826,0.03160051137662058
PPO,actuator,3.0,6.0,-0.27282892161412337,0.08995085402737407
PPO,actuator,3.0,7.0,0.01338807214436472,1.0371182051193437
PPO,actuator,3.0,8.0,-0.2765807434342397,0.04410166065561447
PPO,actuator,3.0,9.0,-0.24428155965802137,0.037827233973589613
PPO,actuator,3.0,10.0,0.0385128511143711,1.1444026935602285
PPO,actuator,3.0,11.0,-0.48224947323308204,0.02217962987776964
PPO,actuator,3.0,12.0,-0.2664837637427046,0.06034242099290472
PPO,actuator,3.0,13.0,-0.4436347390630933,0.029637906752651738
PPO,actuator,3.0,14.0,-0.6990756283352859,0.009782926671163636
PPO,actuator,3.0,15.0,-0.184437420276873,0.0734529048398678
PPO,actuator,3.0,16.0,-0.29755567797058846,0.05201575325717266
PPO,actuator,3.0,17.0,-0.20480577119947535,0.06006195289285631
PPO,actuator,3.0,18.0,-0.26217544861543657,0.05339049968132491
PPO,actuator,3.0,19.0,0.04805348959001134,88.30103836837205
PPO,actuator,4.0,0.0,-0.5611363688811126,0.016169833709431626
PPO,actuator,4.0,1.0,-0.2867793749992971,0.042940977009275606
PPO,actuator,4.0,2.0,-0.4826185461620775,0.03638520164477642
PPO,actuator,4.0,3.0,-0.3285382781402148,0.038076873141802935
PPO,actuator,4.0,4.0,-0.37462450168826195,0.040383470339920534
PPO,actuator,4.0,5.0,-0.18283640398259937,0.10310078202379684
PPO,actuator,4.0,6.0,-0.21056731072659376,0.05650648650560034
PPO,actuator,4.0,7.0,-0.2416688248952326,0.07358490802492525
PPO,actuator,4.0,8.0,0.06451280732247983,4.1062637849811106
PPO,actuator,4.0,9.0,-0.434957761215511,0.03842379136988809
PPO,actuator,4.0,10.0,-0.3566313493754206,0.045863533455480054
PPO,actuator,4.0,11.0,-0.2471182295232347,0.053518825922454695
PPO,actuator,4.0,12.0,-0.35631396807491084,0.04700182870999717
PPO,actuator,4.0,13.0,0.028366028771733207,8.849702444276145
PPO,actuator,4.0,14.0,-0.38818025843946685,0.03529781723569383
PPO,actuator,4.0,15.0,-0.32917459819445355,0.06082166451563152
PPO,actuator,4.0,16.0,-0.42078752191949964,0.027231727106123205
PPO,actuator,4.0,17.0,-0.5642346858205481,0.01063705808412256
PPO,actuator,4.0,18.0,0.04643766622583646,9.204097825769562
PPO,actuator,4.0,19.0,-0.4243224395956617,0.026421943690326497
PPO,wind,0.0,0.0,-0.04912129936017378,0.7348980520250065
PPO,wind,0.0,1.0,0.02688658618956644,1.122272443914872
PPO,wind,0.0,2.0,0.195677457744461,1.7280430001543825
PPO,wind,0.0,3.0,0.21868275585296174,2.883698735946652
PPO,wind,0.0,4.0,-0.09243369802413837,0.4823935452730914
PPO,wind,0.0,5.0,0.0005606367112050755,1.003585900856634
PPO,wind,0.0,6.0,0.13575313799414043,3.341103372664734
PPO,wind,0.0,7.0,-0.08160806988397033,0.7692480977804889
PPO,wind,0.0,8.0,0.13966141318447023,1.8164578377967464
PPO,wind,0.0,9.0,0.0809699087435946,1.2571062854332533
PPO,wind,0.0,10.0,0.07173501816308961,1.4090398767101437
PPO,wind,0.0,11.0,-0.10705497717995772,0.35716469944378193
PPO,wind,0.0,12.0,0.1209420803828283,4.938027172941793
PPO,wind,0.0,13.0,-0.13756770585559167,0.2994761253529358
PPO,wind,0.0,14.0,0.21082506499151443,2.3329677252714096
PPO,wind,0.0,15.0,-0.08124659329165271,0.5599836481681177
PPO,wind,0.0,16.0,0.07369986165900737,1.57580480337387
PPO,wind,0.0,17.0,-0.09465355496731952,0.49791973261587286
PPO,wind,0.0,18.0,-0.1243255733114907,0.2148232315917052
PPO,wind,0.0,19.0,-0.11167085868752458,0.44404342711089634
PPO,wind,1.0,0.0,-0.12423340949892721,0.2545041612234071
PPO,wind,1.0,1.0,0.3663428348546585,2.83264350595516
PPO,wind,1.0,2.0,0.12489673644076751,1.573430263556728
PPO,wind,1.0,3.0,0.3957974602661541,2.63710788210906
PPO,wind,1.0,4.0,0.6572570015385943,3.5901065058453905
PPO,wind,1.0,5.0,0.2671814846274303,1.5883847055442448
PPO,wind,1.0,6.0,-0.1161958846702345,0.32013924399714105
PPO,wind,1.0,7.0,0.19306238777931373,1.7458000619786376
PPO,wind,1.0,8.0,0.0708862601016464,1.46242035909185
PPO,wind,1.0,9.0,0.13904819536619112,1.6938334203847352
PPO,wind,1.0,10.0,0.24921660779408975,2.4458033737802967
PPO,wind,1.0,11.0,0.43129586738100045,3.779128164716649
PPO,wind,1.0,12.0,0.2669685844506084,2.1337805491728976
PPO,wind,1.0,13.0,0.18605492306924437,1.5304679191948833
PPO,wind,1.0,14.0,0.5760908209435138,4.776402954709958
PPO,wind,1.0,15.0,0.09977597461508954,1.344988316144164
PPO,wind,1.0,16.0,0.6444050758813465,10.690148288762026
PPO,wind,1.0,17.0,0.03658732751604416,1.182311761483836
PPO,wind,1.0,18.0,-0.10815096917650291,0.38252346209958843
PPO,wind,1.0,19.0,0.19713302355487614,1.940902836566174
PPO,wind,2.0,0.0,-0.06055398402964318,0.49609177542769745
PPO,wind,2.0,1.0,-0.08783721084024557,0.6920964179420607
PPO,wind,2.0,2.0,-0.061541001923858224,0.3981455336124109
PPO,wind,2.0,3.0,-0.06443077286184593,0.7261413914778742
PPO,wind,2.0,4.0,-0.20909233923492526,0.479572864210548
PPO,wind,2.0,5.0,-0.22973788571482245,0.447989565569369
PPO,wind,2.0,6.0,-0.14198452318476185,0.6623629234456211
PPO,wind,2.0,7.0,-0.00662164370280425,0.9219768502253547
PPO,wind,2.0,8.0,-0.03762451730477311,0.5861164856873304
PPO,wind,2.0,9.0,-0.02017394329771328,0.7774562207182485
PPO,wind,2.0,10.0,0.032482591680543085,1.3955469258844804
PPO,wind,2.0,11.0,-0.11909774387629939,0.6785924808955629
PPO,wind,2.0,12.0,0.043036045060496075,1.5248377346062496
PPO,wind,2.0,13.0,-0.15754533302531232,0.16853105487533473
PPO,wind,2.0,14.0,-0.026528379038729163,0.6900759552369957
PPO,wind,2.0,15.0,-0.011734669491793193,0.8877085489161253
PPO,wind,2.0,16.0,-0.04519912899011631,0.5638083794361142
PPO,wind,2.0,17.0,-0.2084746861190713,0.49799529139017357
PPO,wind,2.0,18.0,0.01912690933535672,1.1779693205839032
PPO,wind,2.0,19.0,-0.061544237008241055,0.6767532405685878
PPO,wind,3.0,0.0,0.2161090986410305,2.0098248403447725
PPO,wind,3.0,1.0,0.12004750877672721,1.4122360329608952
PPO,wind,3.0,2.0,0.20874401821686664,3.0951920254724103
PPO,wind,3.0,3.0,0.12669415493177905,1.390237065356793
PPO,wind,3.0,4.0,-0.14710508308396064,0.27047495222349505
PPO,wind,3.0,5.0,-0.1751542728155515,0.40100679911541076
PPO,wind,3.0,6.0,-0.13912344574786029,0.2751770641122514
PPO,wind,3.0,7.0,-0.08717787797356158,0.4565299640207093
PPO,wind,3.0,8.0,-0.11982328089881254,0.35257414549686256
PPO,wind,3.0,9.0,0.261119828933972,1.963552832256953
PPO,wind,3.0,10.0,-0.12164529565686695,0.3443628767944138
PPO,wind,3.0,11.0,-0.16608665795046762,0.20070138286179398
PPO,wind,3.0,12.0,0.12761392488968676,1.4571426921217001
PPO,wind,3.0,13.0,0.13176999308751108,1.475382546286962
PPO,wind,3.0,14.0,0.38732347980921755,2.4808679952069297
PPO,wind,3.0,15.0,-0.031089952715765343,0.8936487416583002
PPO,wind,3.0,16.0,-0.08896636352406752,0.3789221730619223
PPO,wind,3.0,17.0,-0.10966351694629344,0.1936635285755594
PPO,wind,3.0,18.0,-0.010017078979286012,0.9651655905210325
PPO,wind,3.0,19.0,-0.11294985766966815,0.6704704979745176
PPO,wind,4.0,0.0,-0.043141259324839164,0.8840738651246381
PPO,wind,4.0,1.0,-0.21558756573197382,0.2164237320933215
PPO,wind,4.0,2.0,0.05751074042439158,1.2659571785505344
PPO,wind,4.0,3.0,-0.1039472933902312,0.28397107154460094
PPO,wind,4.0,4.0,0.07459988193369761,1.393119372789969
PPO,wind,4.0,5.0,0.12098048240189356,1.417103680982845
PPO,wind,4.0,6.0,-0.12676787526907268,0.1636928695382936
PPO,wind,4.0,7.0,0.0889662137100343,1.8382800212076904
PPO,wind,4.0,8.0,0.13388393951778343,1.5910931003829871
PPO,wind,4.0,9.0,-0.13665582870299203,0.2697784662903698
PPO,wind,4.0,10.0,-0.10371332022584279,0.3282108250326319
PPO,wind,4.0,11.0,-0.10771023625562248,0.2639886924886468
PPO,wind,4.0,12.0,-0.10117961098639892,0.400280904279126
PPO,wind,4.0,13.0,0.2582076026697614,1.9405870480965162
PPO,wind,4.0,14.0,-0.11779281760233808,0.3093503075571926
PPO,wind,4.0,15.0,0.20691257567992363,1.6119588166012884
PPO,wind,4.0,16.0,-0.16715379724076407,0.19962549037744673
PPO,wind,4.0,17.0,0.06523949949668378,1.2820658224564008
PPO,wind,4.0,18.0,-0.14658705031525845,0.20816578361492868
PPO,wind,4.0,19.0,0.26263046361787884,1.9155473533453893
SAC,nominal,1.0,8.0,0.12340963658027479,1.6538739289098945
SAC,nominal,1.0,18.0,0.056133375658202866,1.8299383947203969
SAC,nominal,2.0,1.0,0.09582725762951068,1.859604451345863
SAC,nominal,2.0,3.0,0.037823481935911424,1.2277400829867093
SAC,nominal,2.0,6.0,0.1649570609001972,1.950165684794663
SAC,nominal,2.0,10.0,0.11861055239218934,1.8839961126171896
SAC,nominal,2.0,14.0,0.14830691069001506,1.9787609801918622
SAC,nominal,2.0,16.0,0.0316308939824427,1.1740151591348817
SAC,nominal,2.0,17.0,0.037046887270780315,1.6278723562944546
SAC,nominal,2.0,18.0,-0.04849139459289479,0.648746005206583
SAC,nominal,3.0,6.0,-0.06182478251385596,0.6343535798013002
SAC,nominal,3.0,7.0,0.06351274757044156,2.132139455811011
SAC,nominal,3.0,14.0,0.03888786270229814,1.4845082493867088
SAC,nominal,3.0,16.0,-0.006450246788963701,0.9374813055976762
SAC,nominal,4.0,1.0,-0.08742951376583999,0.7941257247498499
SAC,nominal,4.0,5.0,-0.04019213560902313,0.8943492869035491
SAC,nominal,4.0,14.0,-0.07389008009611109,0.6261371350313737
SAC,nominal,4.0,16.0,0.39525554756976977,5.816338549545926
SAC,nominal,4.0,17.0,-0.04876124697577768,0.6282466403237041
SAC,actuator,0.0,9.0,0.18379281995284133,1.851376289359028
SAC,actuator,1.0,0.0,0.08710251156954316,2.9545590678267497
SAC,actuator,1.0,8.0,0.14224161773516997,2.716700751003642
SAC,actuator,1.0,9.0,0.07050492453603627,2.311178448903627
SAC,actuator,1.0,18.0,0.09297265035012216,4.215573756914469
SAC,actuator,2.0,1.0,0.10363127752580831,2.0089363039751236
SAC,actuator,2.0,3.0,-0.08390420809195034,0.6410364951538788
SAC,actuator,2.0,6.0,-0.1279084824144233,0.600249098978895
SAC,actuator,2.0,10.0,0.11159685477985512,1.9100898161503932
SAC,actuator,2.0,14.0,0.24132925687284118,3.172720633675753
SAC,actuator,2.0,16.0,0.01328601152229053,1.0882236288298655
SAC,actuator,2.0,17.0,-0.08333296759601841,0.3646485171355253
SAC,actuator,2.0,18.0,0.06480066827334224,1.4964674286079667
SAC,actuator,3.0,6.0,-0.05268593258690164,0.7154468952553036
SAC,actuator,3.0,7.0,0.05426094417325979,1.8078343348661263
SAC,actuator,3.0,14.0,0.03557603104946106,1.0870666788113537
SAC,actuator,3.0,16.0,0.007588155728162441,1.118813746540143
SAC,actuator,4.0,1.0,0.020050929162526723,1.0906748511200088
SAC,actuator,4.0,5.0,0.04620860833374645,1.3214322633928488
SAC,actuator,4.0,14.0,-0.055570729985882944,0.6805617730429684
SAC,actuator,4.0,16.0,0.1917313262082978,2.59113177794581
SAC,actuator,4.0,17.0,-0.03425808051545056,0.7152386106748726
SAC,wind,1.0,8.0,0.03368188075762497,1.2275804511726967
SAC,wind,1.0,18.0,0.058076804717689806,1.8795946890257058
SAC,wind,2.0,1.0,0.09191015129964515,1.8153667669935196
SAC,wind,2.0,3.0,0.14919687902821588,2.10207225814282
SAC,wind,2.0,6.0,0.18325599904474488,2.089491896438381
SAC,wind,2.0,10.0,0.11833478622968255,1.8823624699992172
SAC,wind,2.0,14.0,0.12935290525124257,1.7113987025269275
SAC,wind,2.0,16.0,0.046865883250298467,1.2621965642016157
SAC,wind,2.0,17.0,0.17556353757130233,3.1484626038552856
SAC,wind,2.0,18.0,-0.04849139459289479,0.648746005206583
SAC,wind,3.0,6.0,-0.0619299121006115,0.6228379015237598
SAC,wind,3.0,7.0,0.06351274757044156,2.132139455811011
SAC,wind,3.0,14.0,0.03888786270229814,1.4845082493867088
SAC,wind,3.0,16.0,-0.01152253216680352,0.8892776117154727
SAC,wind,4.0,1.0,-0.11328534145804009,0.7176542957020311
SAC,wind,4.0,5.0,-0.07431684622025361,0.8010980949884243
SAC,wind,4.0,14.0,-0.04806590141493933,0.731015087628755
SAC,wind,4.0,16.0,0.11747081485276503,1.94906396201976
SAC,wind,4.0,17.0,-0.05907530458295536,0.5366425370396062
PPO_DR,nominal,0.0,0.0,-0.07910467242712069,0.6259734924825338
PPO_DR,nominal,0.0,1.0,0.08968477781731751,1.5543758951802593
PPO_DR,nominal,0.0,2.0,0.14925697796576287,2.473199897924886
PPO_DR,nominal,0.0,3.0,0.241366899497441,4.423511969659881
PPO_DR,nominal,0.0,4.0,-0.07804369767526817,0.4211957457669513
PPO_DR,nominal,0.0,5.0,0.09241843140413239,1.5104478522612654
PPO_DR,nominal,0.0,6.0,0.008619859702663123,1.1346255036500053
PPO_DR,nominal,0.0,7.0,-0.13706808442692103,0.33858118852052715
PPO_DR,nominal,0.0,8.0,0.06839476058615473,1.5932180218591878
PPO_DR,nominal,0.0,9.0,-0.09042822050466741,0.7373996352443625
PPO_DR,nominal,0.0,10.0,0.1778307906492954,2.2571549187894906
PPO_DR,nominal,0.0,11.0,-0.16517193868977031,0.40081754235263534
PPO_DR,nominal,0.0,12.0,-0.06996219374893699,0.49611137891850965
PPO_DR,nominal,0.0,13.0,0.10554672343564579,1.7854084666227459
PPO_DR,nominal,0.0,14.0,0.16348481515739632,2.236568826461375
PPO_DR,nominal,0.0,15.0,-0.09086813712795065,0.6297667466537156
PPO_DR,nominal,0.0,16.0,0.12078640194609913,1.873550962112966
PPO_DR,nominal,0.0,17.0,-0.15879283608595066,0.3334607845949344
PPO_DR,nominal,0.0,18.0,0.182201888935269,3.1014875998452296
PPO_DR,nominal,0.0,19.0,0.1419535899776392,2.0156217505968463
PPO_DR,nominal,1.0,0.0,-0.11165967919696576,0.30194880486109066
PPO_DR,nominal,1.0,1.0,0.14958243035843954,1.993256871340138
PPO_DR,nominal,1.0,2.0,0.17838916039368263,2.124604860021962
PPO_DR,nominal,1.0,3.0,0.13410458533220715,1.779105578894936
PPO_DR,nominal,1.0,4.0,0.1156989177915664,1.803212655418462
PPO_DR,nominal,1.0,5.0,0.17528744440594568,1.9627127728714855
PPO_DR,nominal,1.0,6.0,0.19970267170212003,1.6020224672979226
PPO_DR,nominal,1.0,7.0,0.1775803866947597,2.8420327813744084
PPO_DR,nominal,1.0,8.0,0.1773282453804812,1.912871985707982
PPO_DR,nominal,1.0,9.0,-0.06304259116741226,0.5534051701739501
PPO_DR,nominal,1.0,10.0,0.3515858791540042,3.2662753445195305
PPO_DR,nominal,1.0,11.0,0.12947114748350974,1.5999221919381836
PPO_DR,nominal,1.0,12.0,0.20164820139196976,2.2009171348353105
PPO_DR,nominal,1.0,13.0,0.22057737172033098,2.460166704724035
PPO_DR,nominal,1.0,14.0,0.15263892945469903,2.4520944870019608
PPO_DR,nominal,1.0,15.0,0.16702381790169651,2.1374214725894545
PPO_DR,nominal,1.0,16.0,-0.05360329784025688,0.5840726509593269
PPO_DR,nominal,1.0,17.0,-0.01551955270377217,0.8134668663257112
PPO_DR,nominal,1.0,18.0,-0.09799260121267879,0.544386061716215
PPO_DR,nominal,1.0,19.0,-0.01649681340324876,0.8254388942028241
PPO_DR,nominal,2.0,0.0,-0.009554853837952538,0.8917800373741832
PPO_DR,nominal,2.0,1.0,-0.058237335761157805,0.5636936901615177
PPO_DR,nominal,2.0,2.0,-0.03731345723651979,0.8923494550682124
PPO_DR,nominal,2.0,3.0,0.08282491415892,1.5683884721481196
PPO_DR,nominal,2.0,4.0,-0.09749318053874147,0.6143047589972138
PPO_DR,nominal,2.0,5.0,0.15644834158575105,3.077613596630929
PPO_DR,nominal,2.0,6.0,-0.051968719491962086,0.6887151915579353
PPO_DR,nominal,2.0,7.0,-0.10816835271159926,0.6214500358191551
PPO_DR,nominal,2.0,8.0,0.13171890584875212,1.6593589362660515
