algo,gain,fault_step,seed,episode,return,length
PPO,0.5,200,4,9.0,34.22166744362417,249.0
PPO,0.5,200,4,10.0,34.479039928117714,277.0
PPO,0.5,200,4,11.0,-15.921914073780954,258.0
PPO,0.5,200,4,12.0,-0.713463666972558,246.0
PPO,0.5,200,4,13.0,3.8877208061204414,243.0
PPO,0.5,200,4,14.0,47.858002064857544,248.0
PPO,0.5,200,4,15.0,27.715222614129374,247.0
PPO,0.5,200,4,16.0,45.89278123437356,241.0
PPO,0.5,200,4,17.0,54.800221420999236,254.0
PPO,0.5,200,4,18.0,20.646745670795482,249.0
PPO,0.5,200,4,19.0,20.377907681272447,245.0
PPO,0.5,300,0,0.0,281.11453664722217,347.0
PPO,0.5,300,0,1.0,278.8724302558793,379.0
PPO,0.5,300,0,2.0,250.16176980340538,351.0
PPO,0.5,300,0,3.0,302.7634803493545,320.0
PPO,0.5,300,0,4.0,233.76948956996677,389.0
PPO,0.5,300,0,5.0,235.46635127805658,362.0
PPO,0.5,300,0,6.0,253.3046282641763,339.0
PPO,0.5,300,0,7.0,238.92672155825855,350.0
PPO,0.5,300,0,8.0,271.81907948430717,351.0
PPO,0.5,300,0,9.0,243.83185834638778,402.0
PPO,0.5,300,0,10.0,249.0930542077184,327.0
PPO,0.5,300,0,11.0,219.40256670453056,361.0
PPO,0.5,300,0,12.0,251.41396989415034,354.0
PPO,0.5,300,0,13.0,269.55184528063114,391.0
PPO,0.5,300,0,14.0,247.18808663437957,334.0
PPO,0.5,300,0,15.0,264.37688418336586,366.0
PPO,0.5,300,0,16.0,211.68295557111998,368.0
PPO,0.5,300,0,17.0,237.76771414770607,374.0
PPO,0.5,300,0,18.0,282.9943252446086,338.0
PPO,0.5,300,0,19.0,3.4845354323305457,318.0
PPO,0.5,300,1,0.0,258.4527836336885,287.0
PPO,0.5,300,1,1.0,268.82689622945287,273.0
PPO,0.5,300,1,2.0,287.3342600185743,288.0
PPO,0.5,300,1,3.0,297.2617907681298,291.0
PPO,0.5,300,1,4.0,262.44457423480543,280.0
PPO,0.5,300,1,5.0,254.30641901597667,293.0
PPO,0.5,300,1,6.0,291.9300930748894,298.0
PPO,0.5,300,1,7.0,253.04662528722807,277.0
PPO,0.5,300,1,8.0,307.3102981433017,294.0
PPO,0.5,300,1,9.0,298.410335951475,294.0
PPO,0.5,300,1,10.0,281.74594523836254,285.0
PPO,0.5,300,1,11.0,251.41219915999713,293.0
PPO,0.5,300,1,12.0,276.4785494840941,298.0
PPO,0.5,300,1,13.0,259.4060816660928,285.0
PPO,0.5,300,1,14.0,259.84144019735265,288.0
PPO,0.5,300,1,15.0,251.80310059328758,272.0
PPO,0.5,300,1,16.0,259.16396565327386,273.0
PPO,0.5,300,1,17.0,275.4090758489749,278.0
PPO,0.5,300,1,18.0,278.0200711593257,274.0
PPO,0.5,300,1,19.0,270.163460751923,300.0
PPO,0.5,300,2,0.0,220.75038367315886,331.0
PPO,0.5,300,2,1.0,250.55810252326663,502.0
PPO,0.5,300,2,2.0,269.67623286956103,331.0
PPO,0.5,300,2,3.0,258.9899044480413,402.0
PPO,0.5,300,2,4.0,262.1788796842445,403.0
PPO,0.5,300,2,5.0,256.8645238916944,310.0
PPO,0.5,300,2,6.0,29.17556352046779,332.0
PPO,0.5,300,2,7.0,251.54315762038516,335.0
PPO,0.5,300,2,8.0,246.77134984951647,334.0
PPO,0.5,300,2,9.0,250.5734931268127,385.0
PPO,0.5,300,2,10.0,45.79700120232036,340.0
PPO,0.5,300,2,11.0,255.84290264526265,328.0
PPO,0.5,300,2,12.0,225.0051584129808,382.0
PPO,0.5,300,2,13.0,268.81874318463065,317.0
PPO,0.5,300,2,14.0,267.83507245823637,349.0
PPO,0.5,300,2,15.0,248.84596804426414,339.0
PPO,0.5,300,2,16.0,283.7144221690179,356.0
PPO,0.5,300,2,17.0,42.37439628246153,324.0
PPO,0.5,300,2,18.0,275.8264798863294,366.0
PPO,0.5,300,2,19.0,262.5503125593401,390.0
PPO,0.5,300,3,0.0,221.74228569233094,336.0
PPO,0.5,300,3,1.0,262.2205637502863,333.0
PPO,0.5,300,3,2.0,247.80800780282482,343.0
PPO,0.5,300,3,3.0,267.0936242905885,327.0
PPO,0.5,300,3,4.0,267.474351237987,309.0
PPO,0.5,300,3,5.0,275.1225193167651,337.0
PPO,0.5,300,3,6.0,285.58884187457306,400.0
PPO,0.5,300,3,7.0,271.48082150817856,379.0
PPO,0.5,300,3,8.0,249.94618925532603,334.0
PPO,0.5,300,3,9.0,230.76294356985954,320.0
PPO,0.5,300,3,10.0,239.4546612836305,321.0
PPO,0.5,300,3,11.0,261.6263314304532,361.0
PPO,0.5,300,3,12.0,232.98691734982913,321.0
PPO,0.5,300,3,13.0,247.40671195393907,309.0
PPO,0.5,300,3,14.0,281.1271212469883,400.0
PPO,0.5,300,3,15.0,249.7408990635058,337.0
PPO,0.5,300,3,16.0,233.52609064899124,328.0
PPO,0.5,300,3,17.0,243.24920974632386,317.0
PPO,0.5,300,3,18.0,231.41455355996325,328.0
PPO,0.5,300,3,19.0,247.4435025209115,324.0
PPO,0.5,300,4,0.0,233.9359322901612,343.0
PPO,0.5,300,4,1.0,280.7586875933373,317.0
PPO,0.5,300,4,2.0,233.0005565572693,314.0
PPO,0.5,300,4,3.0,228.88891284018518,350.0
PPO,0.5,300,4,4.0,251.04123709359433,330.0
PPO,0.5,300,4,5.0,235.85473047391892,332.0
PPO,0.5,300,4,6.0,261.69778471831273,317.0
PPO,0.5,300,4,7.0,244.7025844093738,347.0
PPO,0.5,300,4,8.0,297.10878786369085,312.0
PPO,0.5,300,4,9.0,251.516040261896,331.0
PPO,0.5,300,4,10.0,249.79099947277217,348.0
PPO,0.5,300,4,11.0,219.20357200561858,315.0
PPO,0.5,300,4,12.0,246.11390904716757,328.0
PPO,0.5,300,4,13.0,225.45486777598762,326.0
PPO,0.5,300,4,14.0,283.2106843254004,348.0
PPO,0.5,300,4,15.0,245.80652022106196,361.0
PPO,0.5,300,4,16.0,280.0577793085064,318.0
PPO,0.5,300,4,17.0,61.83792892099103,322.0
PPO,0.5,300,4,18.0,259.7551206308259,344.0
PPO,0.5,300,4,19.0,248.18698118123507,333.0
PPO,0.0,0,0,0.0,-119.05959815515178,52.0
PPO,0.0,0,0,1.0,-152.87737856708355,90.0
PPO,0.0,0,0,2.0,-209.10835691164806,92.0
PPO,0.0,0,0,3.0,-112.95129647515563,53.0
PPO,0.0,0,0,4.0,-151.30779553529283,81.0
PPO,0.0,0,0,5.0,-99.07810651898299,82.0
PPO,0.0,0,0,6.0,-112.66823872915015,56.0
PPO,0.0,0,0,7.0,-111.23917225789657,59.0
PPO,0.0,0,0,8.0,-94.36318894167346,56.0
PPO,0.0,0,0,9.0,-149.4855092572953,77.0
PPO,0.0,0,0,10.0,-109.4636020006372,57.0
PPO,0.0,0,0,11.0,-135.27496798259716,75.0
PPO,0.0,0,0,12.0,-163.1161853184862,76.0
PPO,0.0,0,0,13.0,-164.25043372803066,64.0
PPO,0.0,0,0,14.0,-85.70065046449653,54.0
PPO,0.0,0,0,15.0,-59.84736643010458,74.0
PPO,0.0,0,0,16.0,-122.20571656622533,73.0
PPO,0.0,0,0,17.0,-143.188321848717,78.0
PPO,0.0,0,0,18.0,-203.0296893446236,73.0
PPO,0.0,0,0,19.0,-140.63381786717542,82.0
PPO,0.0,0,1,0.0,-152.67761499971988,81.0
PPO,0.0,0,1,1.0,-151.4899615459376,59.0
PPO,0.0,0,1,2.0,-208.97018321584682,68.0
PPO,0.0,0,1,3.0,-397.66379372346074,108.0
PPO,0.0,0,1,4.0,-119.39366229429186,55.0
PPO,0.0,0,1,5.0,-96.03156207664361,86.0
PPO,0.0,0,1,6.0,-185.10445040720674,82.0
PPO,0.0,0,1,7.0,-155.02418633815682,79.0
PPO,0.0,0,1,8.0,-118.8132115460833,49.0
PPO,0.0,0,1,9.0,-186.12962839444276,63.0
PPO,0.0,0,1,10.0,-172.15174169868453,77.0
PPO,0.0,0,1,11.0,-125.69219819464777,83.0
PPO,0.0,0,1,12.0,-158.55379650066806,86.0
PPO,0.0,0,1,13.0,-118.69136557434143,85.0
PPO,0.0,0,1,14.0,-105.13757408904306,86.0
PPO,0.0,0,1,15.0,-165.27270461715284,61.0
PPO,0.0,0,1,16.0,-138.8167467705196,59.0
PPO,0.0,0,1,17.0,-179.17966303765274,61.0
PPO,0.0,0,1,18.0,-170.10766649572474,58.0
PPO,0.0,0,1,19.0,-92.64448745614027,91.0
PPO,0.0,0,2,0.0,-114.12967070758273,76.0
PPO,0.0,0,2,1.0,-89.20274747105363,91.0
PPO,0.0,0,2,2.0,-170.89020462690803,63.0
PPO,0.0,0,2,3.0,-105.08778080187109,90.0
PPO,0.0,0,2,4.0,-107.9879101355755,57.0
PPO,0.0,0,2,5.0,-109.82910497386436,55.0
PPO,0.0,0,2,6.0,-174.91248814389166,66.0
PPO,0.0,0,2,7.0,-109.47389102705162,55.0
PPO,0.0,0,2,8.0,-140.66747380942786,75.0
PPO,0.0,0,2,9.0,-108.18933740134509,57.0
PPO,0.0,0,2,10.0,-175.76762242612588,81.0
PPO,0.0,0,2,11.0,-83.17892623736196,52.0
PPO,0.0,0,2,12.0,-108.3151481055082,79.0
PPO,0.0,0,2,13.0,-122.56782168776519,58.0
PPO,0.0,0,2,14.0,-148.54443165263228,80.0
PPO,0.0,0,2,15.0,-109.20136986855209,55.0
PPO,0.0,0,2,16.0,-214.62831427946196,86.0
PPO,0.0,0,2,17.0,-128.07822022918543,91.0
PPO,0.0,0,2,18.0,-91.14704981734889,54.0
PPO,0.0,0,2,19.0,-126.5496737280587,68.0
PPO,0.0,0,3,0.0,-140.15038638503182,72.0
PPO,0.0,0,3,1.0,-137.80854632845296,84.0
PPO,0.0,0,3,2.0,-110.76354823522496,57.0
PPO,0.0,0,3,3.0,-158.06450258548762,78.0
PPO,0.0,0,3,4.0,-103.3604493755461,53.0
PPO,0.0,0,3,5.0,-140.42784387069725,63.0
PPO,0.0,0,3,6.0,-172.5130458088825,88.0
PPO,0.0,0,3,7.0,-172.55951199610647,78.0
PPO,0.0,0,3,8.0,-145.11119176846236,61.0
PPO,0.0,0,3,9.0,-135.5058576451261,64.0
PPO,0.0,0,3,10.0,-132.27497926941982,60.0
PPO,0.0,0,3,11.0,-152.7535496150626,80.0
PPO,0.0,0,3,12.0,-148.25923539452663,64.0
PPO,0.0,0,3,13.0,-91.98547273509612,57.0
PPO,0.0,0,3,14.0,-197.33308668640046,91.0
PPO,0.0,0,3,15.0,-145.4594539656891,66.0
PPO,0.0,0,3,16.0,-136.2261812069751,67.0
PPO,0.0,0,3,17.0,-124.54873567295573,60.0
PPO,0.0,0,3,18.0,-100.17231111436516,60.0
PPO,0.0,0,3,19.0,-120.88715823356034,59.0
PPO,0.0,0,4,0.0,-130.10454720317776,81.0
PPO,0.0,0,4,1.0,-210.1457189154308,72.0
PPO,0.0,0,4,2.0,-96.86629654951614,57.0
PPO,0.0,0,4,3.0,-144.24532769133492,73.0
PPO,0.0,0,4,4.0,-170.4674279649874,74.0
PPO,0.0,0,4,5.0,-130.39524004578894,59.0
PPO,0.0,0,4,6.0,-112.09915134771737,56.0
PPO,0.0,0,4,7.0,-139.00465628250265,60.0
PPO,0.0,0,4,8.0,-122.8380443228466,55.0
PPO,0.0,0,4,9.0,-119.6806687488712,59.0
PPO,0.0,0,4,10.0,-149.6907844898443,82.0
PPO,0.0,0,4,11.0,-116.13772552984949,67.0
PPO,0.0,0,4,12.0,-161.84460285716705,71.0
PPO,0.0,0,4,13.0,-129.4237437657079,62.0
PPO,0.0,0,4,14.0,-173.0290846316238,66.0
PPO,0.0,0,4,15.0,-123.22712784519979,58.0
PPO,0.0,0,4,16.0,-146.17752281348507,73.0
PPO,0.0,0,4,17.0,-139.01307477858495,88.0
PPO,0.0,0,4,18.0,-82.1452255447022,93.0
PPO,0.0,0,4,19.0,-165.0801151811105,67.0
PPO,0.0,50,0,0.0,-119.85021016546864,96.0
PPO,0.0,50,0,1.0,-128.9418298731512,108.0
PPO,0.0,50,0,2.0,-120.81976792247033,106.0
PPO,0.0,50,0,3.0,-136.63580040764538,103.0
PPO,0.0,50,0,4.0,-131.02055120342555,108.0
PPO,0.0,50,0,5.0,-94.36084600870996,106.0
PPO,0.0,50,0,6.0,-103.22583567697995,103.0
PPO,0.0,50,0,7.0,-94.24450530260347,103.0
PPO,0.0,50,0,8.0,-119.24523325258872,102.0
PPO,0.0,50,0,9.0,-115.57870571017793,106.0
PPO,0.0,50,0,10.0,-99.49938266087821,102.0
PPO,0.0,50,0,11.0,-105.10819983746508,105.0
PPO,0.0,50,0,12.0,-125.55863310182977,105.0
PPO,0.0,50,0,13.0,-121.0780843884814,101.0
PPO,0.0,50,0,14.0,-73.92319161903524,102.0
PPO,0.0,50,0,15.0,-122.00778138199297,104.0
PPO,0.0,50,0,16.0,-111.95033897637342,105.0
PPO,0.0,50,0,17.0,-116.48424511246611,105.0
PPO,0.0,50,0,18.0,-142.56397861932712,107.0
PPO,0.0,50,0,19.0,-115.11318422685552,106.0
PPO,0.0,50,1,0.0,-117.71504262343844,98.0
PPO,0.0,50,1,1.0,-78.24703004359506,90.0
PPO,0.0,50,1,2.0,-98.75281863150212,97.0
PPO,0.0,50,1,3.0,-153.08817331773258,94.0
PPO,0.0,50,1,4.0,-61.67539806154648,92.0
PPO,0.0,50,1,5.0,-98.04183395505049,98.0
PPO,0.0,50,1,6.0,-101.2111998220813,100.0
PPO,0.0,50,1,7.0,-99.03209525334312,95.0
PPO,0.0,50,1,8.0,-78.51570854644064,90.0
PPO,0.0,50,1,9.0,-75.13017643185105,100.0
PPO,0.0,50,1,10.0,-118.89435503494244,92.0
PPO,0.0,50,1,11.0,-80.43065137908229,97.0
PPO,0.0,50,1,12.0,-129.67129814592488,100.0
PPO,0.0,50,1,13.0,-110.49787289476491,97.0
PPO,0.0,50,1,14.0,-92.41148926070208,98.0
PPO,0.0,50,1,15.0,-80.18339744824763,94.0
PPO,0.0,50,1,16.0,-82.98936754268315,91.0
PPO,0.0,50,1,17.0,-90.19192954999343,96.0
PPO,0.0,50,1,18.0,-79.0403661216165,93.0
PPO,0.0,50,1,19.0,-93.52868275255116,100.0
PPO,0.0,50,2,0.0,-105.56041095296999,106.0
PPO,0.0,50,2,1.0,-90.35253485048418,110.0
PPO,0.0,50,2,2.0,-91.74763761479437,99.0
PPO,0.0,50,2,3.0,-92.5725241117027,109.0
PPO,0.0,50,2,4.0,-112.89777979857098,103.0
PPO,0.0,50,2,5.0,-95.89737361041986,101.0
PPO,0.0,50,2,6.0,-132.24732453125733,105.0
PPO,0.0,50,2,7.0,-84.99602242894268,104.0
PPO,0.0,50,2,8.0,-125.81187268230609,103.0
PPO,0.0,50,2,9.0,-112.29292814619072,104.0
PPO,0.0,50,2,10.0,-95.59265966101474,109.0
PPO,0.0,50,2,11.0,-88.7705284025039,105.0
PPO,0.0,50,2,12.0,-122.42092263947146,106.0
PPO,0.0,50,2,13.0,-98.35293130328188,98.0
PPO,0.0,50,2,14.0,-114.90648949764869,103.0
PPO,0.0,50,2,15.0,-90.66690465590695,105.0
PPO,0.0,50,2,16.0,-119.8762101738396,106.0
PPO,0.0,50,2,17.0,-111.5338644897678,108.0
PPO,0.0,50,2,18.0,-91.71431809988347,103.0
PPO,0.0,50,2,19.0,-106.38166222131929,108.0
PPO,0.0,50,3,0.0,-134.24546815834617,103.0
PPO,0.0,50,3,1.0,-118.87798082388144,102.0
PPO,0.0,50,3,2.0,-87.00375581110242,101.0
PPO,0.0,50,3,3.0,-120.52386207938032,102.0
PPO,0.0,50,3,4.0,-58.17643608010394,99.0
PPO,0.0,50,3,5.0,-116.25800148942706,102.0
PPO,0.0,50,3,6.0,-126.57311711037087,107.0
PPO,0.0,50,3,7.0,-140.9392224403548,104.0
PPO,0.0,50,3,8.0,-103.2764179921547,101.0
PPO,0.0,50,3,9.0,-99.75041889422349,101.0
PPO,0.0,50,3,10.0,-103.05136387802418,100.0
PPO,0.0,50,3,11.0,-131.5752638817966,104.0
PPO,0.0,50,3,12.0,-110.53913832936101,103.0
PPO,0.0,50,3,13.0,-74.5165513050542,101.0
PPO,0.0,50,3,14.0,-151.07407393793585,110.0
PPO,0.0,50,3,15.0,-111.4010605497408,103.0
PPO,0.0,50,3,16.0,-129.02506123038387,101.0
PPO,0.0,50,3,17.0,-94.87583847480238,101.0
PPO,0.0,50,3,18.0,-85.653158254878,101.0
PPO,0.0,50,3,19.0,-82.65489890154093,103.0
PPO,0.0,50,4,0.0,-97.19737518498613,104.0
PPO,0.0,50,4,1.0,-90.66937179330313,102.0
PPO,0.0,50,4,2.0,-95.57514385210982,100.0
PPO,0.0,50,4,3.0,-116.66429145000617,101.0
PPO,0.0,50,4,4.0,-104.86845550539796,101.0
PPO,0.0,50,4,5.0,-88.76214872193833,100.0
PPO,0.0,50,4,6.0,-83.87621958216938,99.0
PPO,0.0,50,4,7.0,-110.15967078108378,100.0
PPO,0.0,50,4,8.0,-121.6286675407011,96.0
PPO,0.0,50,4,9.0,-89.92811841292513,101.0
PPO,0.0,50,4,10.0,-118.30677080349616,105.0
PPO,0.0,50,4,11.0,-115.54386758512051,101.0
PPO,0.0,50,4,12.0,-95.98771352284294,102.0
PPO,0.0,50,4,13.0,-100.515952802488,101.0
PPO,0.0,50,4,14.0,-102.56470020400094,103.0
PPO,0.0,50,4,15.0,-78.39251026097219,101.0
PPO,0.0,50,4,16.0,-91.89908154682232,103.0
PPO,0.0,50,4,17.0,-116.07271810864948,105.0
PPO,0.0,50,4,18.0,-134.9177220823022,106.0
PPO,0.0,50,4,19.0,-102.13113214758864,101.0
PPO,0.0,100,0,0.0,-45.0281470089305,144.0
PPO,0.0,100,0,1.0,-69.88645638103665,152.0
PPO,0.0,100,0,2.0,-87.60578975404246,148.0
PPO,0.0,100,0,3.0,-65.27573118588361,141.0
PPO,0.0,100,0,4.0,-109.55907343649875,149.0
PPO,0.0,100,0,5.0,-85.2385968261622,149.0
PPO,0.0,100,0,6.0,-69.83095301627867,144.0
PPO,0.0,100,0,7.0,-81.60185767829131,146.0
PPO,0.0,100,0,8.0,-67.0531571064159,143.0
PPO,0.0,100,0,9.0,-104.2848263285229,148.0
PPO,0.0,100,0,10.0,-66.04363599304887,145.0
PPO,0.0,100,0,11.0,-91.22301629942315,148.0
PPO,0.0,100,0,12.0,-96.59404817268037,147.0
PPO,0.0,100,0,13.0,-72.41378236089115,146.0
PPO,0.0,100,0,14.0,-51.29710017545168,145.0
PPO,0.0,100,0,15.0,-76.87048130963942,147.0
PPO,0.0,100,0,16.0,-102.79835450038702,147.0
PPO,0.0,100,0,17.0,-79.88060973898601,148.0
PPO,0.0,100,0,18.0,-73.94048397112562,148.0
PPO,0.0,100,0,19.0,-79.47108095967124,149.0
PPO,0.0,100,1,0.0,-52.91243453681348,139.0
PPO,0.0,100,1,1.0,-33.43136690130852,131.0
PPO,0.0,100,1,2.0,-36.98554778896816,138.0
PPO,0.0,100,1,3.0,-35.29413935607339,134.0
PPO,0.0,100,1,4.0,-29.85630599084888,133.0
PPO,0.0,100,1,5.0,-57.293202533695734,139.0
PPO,0.0,100,1,6.0,-36.67157261446215,142.0
PPO,0.0,100,1,7.0,-59.96204817032119,136.0
PPO,0.0,100,1,8.0,-15.997232067415965,133.0
PPO,0.0,100,1,9.0,-34.9493288227259,137.0
PPO,0.0,100,1,10.0,-33.06190681436145,133.0
PPO,0.0,100,1,11.0,-68.4254749330695,139.0
PPO,0.0,100,1,12.0,-53.1029562944444,141.0
PPO,0.0,100,1,13.0,-82.4471741153005,136.0
PPO,0.0,100,1,14.0,-51.50928741682397,139.0
PPO,0.0,100,1,15.0,-45.21065574835798,135.0
PPO,0.0,100,1,16.0,-31.433558294216937,132.0
PPO,0.0,100,1,17.0,-39.7469554160506,136.0
PPO,0.0,100,1,18.0,-33.35506507918522,134.0
PPO,0.0,100,1,19.0,-47.42590441175045,140.0
PPO,0.0,100,2,0.0,-91.7066999271773,149.0
PPO,0.0,100,2,1.0,-87.14416267713275,152.0
PPO,0.0,100,2,2.0,-60.869285168871656,143.0
PPO,0.0,100,2,3.0,-70.13317078526217,152.0
PPO,0.0,100,2,4.0,-78.91542915392105,149.0
PPO,0.0,100,2,5.0,-78.41827124116057,143.0
PPO,0.0,100,2,6.0,-97.13158100207667,149.0
PPO,0.0,100,2,7.0,-61.21337243993406,148.0
PPO,0.0,100,2,8.0,-94.23376119338693,147.0
PPO,0.0,100,2,9.0,-86.69363416485012,150.0
PPO,0.0,100,2,10.0,-69.85453173094248,153.0
PPO,0.0,100,2,11.0,-54.133959132417516,147.0
PPO,0.0,100,2,12.0,-95.57517789862445,150.0
PPO,0.0,100,2,13.0,-61.248469726337305,141.0
PPO,0.0,100,2,14.0,-72.16287146221221,146.0
PPO,0.0,100,2,15.0,-75.50321598687913,146.0
PPO,0.0,100,2,16.0,-86.68017443112355,146.0
PPO,0.0,100,2,17.0,-69.18963638298439,152.0
PPO,0.0,100,2,18.0,-53.03462986514869,148.0
PPO,0.0,100,2,19.0,-76.71895537109691,151.0
PPO,0.0,100,3,0.0,-106.62137676053734,145.0
PPO,0.0,100,3,1.0,-63.30283207091554,146.0
PPO,0.0,100,3,2.0,-54.608449748708246,144.0
PPO,0.0,100,3,3.0,-81.16027607561502,144.0
PPO,0.0,100,3,4.0,-42.697299395930344,141.0
PPO,0.0,100,3,5.0,-72.38107405859009,145.0
PPO,0.0,100,3,6.0,-76.31787389324626,151.0
PPO,0.0,100,3,7.0,-75.94448840114691,149.0
PPO,0.0,100,3,8.0,-77.57473635184043,145.0
PPO,0.0,100,3,9.0,-77.02130414046852,144.0
PPO,0.0,100,3,10.0,-68.98348483102396,143.0
PPO,0.0,100,3,11.0,-75.83843405496283,148.0
PPO,0.0,100,3,12.0,-74.09251413467308,145.0
PPO,0.0,100,3,13.0,-60.29447243902402,143.0
PPO,0.0,100,3,14.0,-91.33921823221614,154.0
PPO,0.0,100,3,15.0,-71.67739027238699,145.0
PPO,0.0,100,3,16.0,-82.48737091678566,145.0
PPO,0.0,100,3,17.0,-71.72883738620372,144.0
PPO,0.0,100,3,18.0,-70.72880516652695,143.0
PPO,0.0,100,3,19.0,-74.92729953979979,144.0
PPO,0.0,100,4,0.0,-91.53509766432423,146.0
PPO,0.0,100,4,1.0,-52.97282178089564,142.0
PPO,0.0,100,4,2.0,-65.28708623790372,144.0
PPO,0.0,100,4,3.0,-79.75534002055592,145.0
PPO,0.0,100,4,4.0,-66.46305320616742,145.0
PPO,0.0,100,4,5.0,-77.85588863516992,143.0
PPO,0.0,100,4,6.0,-48.01149486972848,142.0
PPO,0.0,100,4,7.0,-71.80763946853611,144.0
PPO,0.0,100,4,8.0,-46.78243708573109,139.0
PPO,0.0,100,4,9.0,-60.567557369141255,143.0
PPO,0.0,100,4,10.0,-69.50340353566733,148.0
PPO,0.0,100,4,11.0,-93.26309036549729,144.0
PPO,0.0,100,4,12.0,-68.0771656053479,146.0
PPO,0.0,100,4,13.0,-78.44160558280015,143.0
PPO,0.0,100,4,14.0,-52.717236347641474,142.0
PPO,0.0,100,4,15.0,-57.31498149808337,144.0
PPO,0.0,100,4,16.0,-61.0449530464946,144.0
PPO,0.0,100,4,17.0,-58.584251497644786,150.0
PPO,0.0,100,4,18.0,-88.22419237361564,147.0
PPO,0.0,100,4,19.0,-66.56679872122999,143.0
PPO,0.0,150,0,0.0,-26.252499076856537,188.0
PPO,0.0,150,0,1.0,-46.82575849012629,193.0
PPO,0.0,150,0,2.0,-59.49729807923815,190.0
PPO,0.0,150,0,3.0,-11.628135469423114,182.0
PPO,0.0,150,0,4.0,-77.8104478501447,190.0
PPO,0.0,150,0,5.0,-73.3228994532845,193.0
PPO,0.0,150,0,6.0,-44.106132732981806,187.0
PPO,0.0,150,0,7.0,-52.907824012767435,190.0
PPO,0.0,150,0,8.0,-28.381570248908105,185.0
PPO,0.0,150,0,9.0,-67.15953750350805,192.0
PPO,0.0,150,0,10.0,-57.48115061958342,188.0
PPO,0.0,150,0,11.0,-73.91277055530858,191.0
PPO,0.0,150,0,12.0,-58.67931188546803,189.0
PPO,0.0,150,0,13.0,-38.26069487880544,191.0
PPO,0.0,150,0,14.0,-40.61513347042762,188.0
PPO,0.0,150,0,15.0,-46.46764063448032,191.0
PPO,0.0,150,0,16.0,-85.25845485126652,192.0
PPO,0.0,150,0,17.0,-63.37627159256141,191.0
PPO,0.0,150,0,18.0,-38.99278639153816,188.0
PPO,0.0,150,0,19.0,-65.13212373096135,190.0
PPO,0.0,150,1,0.0,-27.24285032372795,180.0
PPO,0.0,150,1,1.0,5.9352672433208085,174.0
PPO,0.0,150,1,2.0,-7.483154581843621,177.0
PPO,0.0,150,1,3.0,12.151396171658973,175.0
PPO,0.0,150,1,4.0,-7.057951037434961,175.0
PPO,0.0,150,1,5.0,-35.21939658282916,180.0
PPO,0.0,150,1,6.0,-9.663296775677011,181.0
PPO,0.0,150,1,7.0,-26.66122197895119,178.0
PPO,0.0,150,1,8.0,19.99870492444191,177.0
PPO,0.0,150,1,9.0,14.324688441243964,179.0
PPO,0.0,150,1,10.0,-1.2418991963403272,177.0
PPO,0.0,150,1,11.0,-39.49501803533035,180.0
PPO,0.0,150,1,12.0,-26.111127800558506,181.0
PPO,0.0,150,1,13.0,-22.997480130706066,178.0
PPO,0.0,150,1,14.0,-22.792450009530597,179.0
PPO,0.0,150,1,15.0,-19.245188213730486,176.0
PPO,0.0,150,1,16.0,-1.3808776837890662,174.0
PPO,0.0,150,1,17.0,-7.505387023862127,177.0
PPO,0.0,150,1,18.0,3.098468407750488,175.0
PPO,0.0,150,1,19.0,-18.807521998995085,182.0
PPO,0.0,150,2,0.0,-81.49932624480738,191.0
PPO,0.0,150,2,1.0,-76.33960015954264,195.0
PPO,0.0,150,2,2.0,-33.27810023307836,186.0
PPO,0.0,150,2,3.0,-57.30510544722972,195.0
PPO,0.0,150,2,4.0,-70.27779305465943,192.0
PPO,0.0,150,2,5.0,-57.13403075971759,184.0
PPO,0.0,150,2,6.0,-78.57416622807648,195.0
PPO,0.0,150,2,7.0,-51.95837565273477,190.0
PPO,0.0,150,2,8.0,-63.77726225279321,188.0
PPO,0.0,150,2,9.0,-64.51074139560583,193.0
PPO,0.0,150,2,10.0,-55.937086190697386,199.0
PPO,0.0,150,2,11.0,-36.412967825057194,190.0
PPO,0.0,150,2,12.0,-95.7065538204564,193.0
PPO,0.0,150,2,13.0,-32.92650460674528,184.0
PPO,0.0,150,2,14.0,-43.92304184112436,189.0
PPO,0.0,150,2,15.0,-51.73001390639564,189.0
PPO,0.0,150,2,16.0,-38.536348846595644,188.0
PPO,0.0,150,2,17.0,-62.15409256847012,194.0
PPO,0.0,150,2,18.0,-42.46415976371355,192.0
PPO,0.0,150,2,19.0,-61.47124999850426,197.0
PPO,0.0,150,3,0.0,-76.75275694233021,187.0
PPO,0.0,150,3,1.0,-56.47235867818013,188.0
PPO,0.0,150,3,2.0,-34.28046233495897,185.0
PPO,0.0,150,3,3.0,-36.089667905904264,186.0
PPO,0.0,150,3,4.0,-22.080063773690398,184.0
PPO,0.0,150,3,5.0,-37.505204061398715,188.0
PPO,0.0,150,3,6.0,-42.556902997250035,193.0
PPO,0.0,150,3,7.0,-45.665806606291554,191.0
PPO,0.0,150,3,8.0,-56.2979120996185,187.0
PPO,0.0,150,3,9.0,-62.614589776802205,186.0
PPO,0.0,150,3,10.0,-42.62330230558736,184.0
PPO,0.0,150,3,11.0,-51.93870657183109,192.0
PPO,0.0,150,3,12.0,-51.96860109222128,186.0
PPO,0.0,150,3,13.0,-44.86225574928919,185.0
PPO,0.0,150,3,14.0,-58.56483551226182,193.0
