algo,condition,seed,episode,rho,lam
PPO,actuator,1.0,9.0,0.25076190703145884,2.9130237104529138
PPO,actuator,1.0,10.0,0.26164542202757923,4.586400296326065
PPO,actuator,1.0,11.0,0.0550208639947567,1.2576633503182573
PPO,actuator,1.0,12.0,-0.22154964842254726,0.6508444473847486
PPO,actuator,1.0,13.0,-0.003510966158488488,0.9924387468941259
PPO,actuator,1.0,14.0,0.432440000592919,5.423466099283648
PPO,actuator,1.0,15.0,0.09310244837514156,1.465474730214757
PPO,actuator,1.0,16.0,0.48766542790780915,9.633788724892781
PPO,actuator,1.0,17.0,0.1769577974536658,1.7720243095074972
PPO,actuator,1.0,18.0,-0.08080281590174904,0.6928537867914559
PPO,actuator,1.0,19.0,-0.7167162512452485,0.3298385160771721
PPO,actuator,2.0,0.0,0.21216843269281402,1.7125339975778657
PPO,actuator,2.0,1.0,0.0888576696332522,1.6161723851273042
PPO,actuator,2.0,2.0,0.04215727637025918,1.1568126249756656
PPO,actuator,2.0,3.0,0.17591536994927656,1.5492265786507187
PPO,actuator,2.0,4.0,-0.14812525109331914,0.7041802800282068
PPO,actuator,2.0,5.0,0.47074985414340564,4.098688756273022
PPO,actuator,2.0,6.0,-0.05774887426561161,0.6776574575369078
PPO,actuator,2.0,7.0,0.22643317578316258,1.5941483863922878
PPO,actuator,2.0,8.0,0.19252113782612695,2.0164978841125873
PPO,actuator,2.0,9.0,-0.3365136526039322,0.23708117708269455
PPO,actuator,2.0,10.0,-0.0005986440112722563,0.9986331473059087
PPO,actuator,2.0,11.0,0.1740985601009986,1.8681701796541523
PPO,actuator,2.0,12.0,0.11187318709091383,1.285939104889134
PPO,actuator,2.0,13.0,-0.029177555666109804,0.939246242600384
PPO,actuator,2.0,14.0,0.09455543218178804,1.3999059294803093
PPO,actuator,2.0,15.0,0.366806464299522,2.242786546049209
PPO,actuator,2.0,16.0,-0.4011155557276112,0.48888669390535033
PPO,actuator,2.0,17.0,-0.161181207005752,0.6995592034536129
PPO,actuator,2.0,18.0,-0.3685625372217467,0.2206782431526117
PPO,actuator,2.0,19.0,0.1465863445185603,1.2982775706268037
PPO,actuator,3.0,0.0,0.22535415132050704,1.5323297993234244
PPO,actuator,3.0,1.0,-0.09067071384970181,0.7917212503527263
PPO,actuator,3.0,2.0,0.24275022358080978,1.9933395558704021
PPO,actuator,3.0,3.0,0.10878820680896044,1.4843979659278093
PPO,actuator,3.0,4.0,0.24932495228794865,2.398653239462992
PPO,actuator,3.0,5.0,-0.14466297906407583,0.5534745506338891
PPO,actuator,3.0,6.0,-0.18194730200244474,0.7129098146349361
PPO,actuator,3.0,7.0,0.05433584096689648,1.1145292029299196
PPO,actuator,3.0,8.0,0.008112134071794272,1.026149926241698
PPO,actuator,3.0,9.0,-0.11704251759310165,0.6879998599288999
PPO,actuator,3.0,10.0,0.14818264293021474,1.7293798642503282
PPO,actuator,3.0,11.0,-0.030730682233539447,0.8172912375540463
PPO,actuator,3.0,12.0,0.25350260367189764,1.7189260215613722
PPO,actuator,3.0,13.0,-0.11415606802663059,0.7279307663662811
PPO,actuator,3.0,14.0,0.06755544369842498,1.2016667756584114
PPO,actuator,3.0,15.0,0.19007986785243078,1.612609163923942
PPO,actuator,3.0,16.0,0.10634002663076095,1.3234160081904665
PPO,actuator,3.0,17.0,0.08446390917896084,1.3255924997282225
PPO,actuator,3.0,18.0,0.2247682983849074,1.9734590377091759
PPO,actuator,3.0,19.0,0.23206131758561235,3.1270839548441813
PPO,actuator,4.0,0.0,-0.014724363138964908,0.9683967049828639
PPO,actuator,4.0,1.0,0.15510651752732285,1.5061188432095562
PPO,actuator,4.0,2.0,0.2649431447521917,2.1392988590525173
PPO,actuator,4.0,3.0,0.11685737293311717,1.3648855704878293
PPO,actuator,4.0,4.0,-0.0025953186607580205,0.9916326154462916
PPO,actuator,4.0,5.0,0.14493187892393608,1.3337660135305678
PPO,actuator,4.0,6.0,0.09753068535497547,1.5135735549572233
PPO,actuator,4.0,7.0,0.1724383298561094,1.57927096406853
PPO,actuator,4.0,8.0,-0.30283310146982534,0.4555709724665637
PPO,actuator,4.0,9.0,-0.448209802217288,0.43478410610032303
PPO,actuator,4.0,10.0,0.28157014574287365,1.8990305843509758
PPO,actuator,4.0,11.0,0.19683300632971631,1.6351304330208734
PPO,actuator,4.0,12.0,-0.2708073514759008,0.6124425197338824
PPO,actuator,4.0,13.0,0.47379060061727296,3.362900506995404
PPO,actuator,4.0,14.0,-0.27790420898545876,0.5068287315014994
PPO,actuator,4.0,15.0,-0.23153301369274115,0.7003005520081022
PPO,actuator,4.0,16.0,-0.14909009796451905,0.6494301601820897
PPO,actuator,4.0,17.0,0.0274079262864817,1.1088317916246606
PPO,actuator,4.0,18.0,-0.05379311420709476,0.9074134427093633
PPO,actuator,4.0,19.0,0.2873192500847729,1.9337827540330563
PPO,wind,0.0,0.0,0.23976715843744661,1.540803406081459
PPO,wind,0.0,1.0,0.035005586947299425,1.1627560891715256
PPO,wind,0.0,2.0,0.2328768712381738,1.878960200243644
PPO,wind,0.0,3.0,0.24261892257492018,3.3450246890210424
PPO,wind,0.0,4.0,0.010543024218820298,1.0274599474854977
PPO,wind,0.0,5.0,0.10188595442589188,1.3978837213822906
PPO,wind,0.0,6.0,0.2532871694027221,3.8407938933653964
PPO,wind,0.0,7.0,-0.08397400336831076,0.7638954942389697
PPO,wind,0.0,8.0,0.15246901272746682,1.9368098444852064
PPO,wind,0.0,9.0,0.08135711082773661,1.2591153937946078
PPO,wind,0.0,10.0,0.0715183576747248,1.4078675932085256
PPO,wind,0.0,11.0,0.0835816198126104,1.1926387459732013
PPO,wind,0.0,12.0,0.4066456316348407,6.329146026666626
PPO,wind,0.0,13.0,-0.14860087597625188,0.6914696313958706
PPO,wind,0.0,14.0,0.22640796328074692,2.460719805153331
PPO,wind,0.0,15.0,0.07025484847186986,1.137546552893184
PPO,wind,0.0,16.0,0.1054624255929271,1.7674946047337117
PPO,wind,0.0,17.0,-0.0248739291245131,0.9496233922594564
PPO,wind,0.0,18.0,-0.13523589412147652,0.6475153010424979
PPO,wind,0.0,19.0,-0.15233999171014753,0.7537043766132907
PPO,wind,1.0,0.0,-0.049135168964489925,0.889915756600695
PPO,wind,1.0,1.0,0.36539474527151494,2.8168936355946776
PPO,wind,1.0,2.0,0.12633463302875883,1.5840627630596447
PPO,wind,1.0,3.0,0.3973852503491018,2.661836431975156
PPO,wind,1.0,4.0,0.656989805610061,3.601364152340295
PPO,wind,1.0,5.0,0.2810736479240767,1.6314733206580805
PPO,wind,1.0,6.0,-0.04569124159798389,0.9174569807443269
PPO,wind,1.0,7.0,0.1967690331696524,1.7686140975812938
PPO,wind,1.0,8.0,0.0701638338454605,1.4557657143249447
PPO,wind,1.0,9.0,0.14215265417291853,1.7185481073254736
PPO,wind,1.0,10.0,0.25172402696822965,2.4805902959578843
PPO,wind,1.0,11.0,0.43069943797639804,3.763746650167817
PPO,wind,1.0,12.0,0.2656733992705818,2.123004777230959
PPO,wind,1.0,13.0,0.1936870538064895,1.559275552080482
PPO,wind,1.0,14.0,0.5759155695023316,4.783386213646824
PPO,wind,1.0,15.0,0.1508874832189601,1.4949220224569957
PPO,wind,1.0,16.0,0.6459367370667103,10.994991124074682
PPO,wind,1.0,17.0,0.033383197294945474,1.1637060447548746
PPO,wind,1.0,18.0,0.1504630748969046,1.300327488132894
PPO,wind,1.0,19.0,0.22901439245659228,2.0954993999832383
PPO,wind,2.0,0.0,-0.040272863530146294,0.8740850519022619
PPO,wind,2.0,1.0,-0.022908225564094196,0.9518086792786333
PPO,wind,2.0,2.0,-0.02782858557534794,0.9113476107553182
PPO,wind,2.0,3.0,0.10050350832449072,1.2452416533444859
PPO,wind,2.0,4.0,-0.251320196779893,0.5837252633726004
PPO,wind,2.0,5.0,-0.21223604519513417,0.5942795208889594
PPO,wind,2.0,6.0,-0.11000614742082149,0.7719629229982482
PPO,wind,2.0,7.0,0.13513994100338997,1.5499899609884544
PPO,wind,2.0,8.0,0.11444893213510372,1.4256898744076008
PPO,wind,2.0,9.0,0.190170126330329,1.6005985030321779
PPO,wind,2.0,10.0,0.4590280166739378,2.8435318574539434
PPO,wind,2.0,11.0,-0.017000780915841607,0.9685561203091047
PPO,wind,2.0,12.0,0.13036084660764366,2.157071958037128
PPO,wind,2.0,13.0,-0.2593362713529299,0.43625806656120475
PPO,wind,2.0,14.0,0.18900075377155176,1.6453766509930112
PPO,wind,2.0,15.0,0.32549437454243374,2.005402069882343
PPO,wind,2.0,16.0,0.002589300601043174,1.0074971252239036
PPO,wind,2.0,17.0,-0.2912692588600073,0.6115728929548055
PPO,wind,2.0,18.0,0.09487703296558714,1.338614088467082
PPO,wind,2.0,19.0,0.07943084690316131,1.2053686189899047
PPO,wind,3.0,0.0,0.22392253295640743,2.06810723205537
PPO,wind,3.0,1.0,0.12024045977303721,1.4138669497691965
PPO,wind,3.0,2.0,0.2896396765655796,3.625399343410209
PPO,wind,3.0,3.0,0.12456045160767469,1.3811671064393858
PPO,wind,3.0,4.0,-0.20364650321326666,0.5983709800771119
PPO,wind,3.0,5.0,-0.27534798320640663,0.68606544254539
PPO,wind,3.0,6.0,-0.22472731209436647,0.5108196982202684
PPO,wind,3.0,7.0,0.2198717720196486,1.6940491935432664
PPO,wind,3.0,8.0,-0.027416666244480335,0.9394413522955875
PPO,wind,3.0,9.0,0.2614200728648942,1.969189115033664
PPO,wind,3.0,10.0,-0.05671468585000012,0.9111303995423159
PPO,wind,3.0,11.0,-0.4863316394653355,0.4664218531878256
PPO,wind,3.0,12.0,0.12742201185787327,1.4569160192950277
PPO,wind,3.0,13.0,0.16038829822390616,1.5672997839928033
PPO,wind,3.0,14.0,0.3889556809368822,2.5005453968990867
PPO,wind,3.0,15.0,-0.018962731787936803,0.9345572831612152
PPO,wind,3.0,16.0,0.00451112285084725,1.007586953894718
PPO,wind,3.0,17.0,-0.07773961222766429,0.8490265863961309
PPO,wind,3.0,18.0,-0.011406111338359379,0.9604455010415222
PPO,wind,3.0,19.0,-0.10026617639536836,0.7047525556174933
PPO,wind,4.0,0.0,-0.0455113555522726,0.8783929516781989
PPO,wind,4.0,1.0,-0.35234927748175254,0.31588104614884055
PPO,wind,4.0,2.0,0.09236557433598798,1.41101459739814
PPO,wind,4.0,3.0,-0.02607956931878271,0.9617288147548229
PPO,wind,4.0,4.0,0.08852532024126923,1.4586797023557616
PPO,wind,4.0,5.0,0.18375635280943464,1.5865129976282397
PPO,wind,4.0,6.0,-0.27343969401929,0.5563176927476843
PPO,wind,4.0,7.0,0.10091494561231074,1.9355869854169694
PPO,wind,4.0,8.0,0.13287051437140773,1.5854181372705776
PPO,wind,4.0,9.0,-0.043638654329488685,0.9246864270812457
PPO,wind,4.0,10.0,0.20300198308235717,1.3689633732392972
PPO,wind,4.0,11.0,-0.061735910040823606,0.9131163090573534
PPO,wind,4.0,12.0,0.11680145708422171,1.2532886847665476
PPO,wind,4.0,13.0,0.2877758701060235,2.070454727271915
PPO,wind,4.0,14.0,-0.09850564060508832,0.7567311658773223
PPO,wind,4.0,15.0,0.22479559028090046,1.674366113910897
PPO,wind,4.0,16.0,-0.4209586627738697,0.43462323241381073
PPO,wind,4.0,17.0,0.22203081147721832,1.5887130519156085
PPO,wind,4.0,18.0,-0.3759181517808745,0.4556188541483648
PPO,wind,4.0,19.0,0.3340108560520741,2.0851495269251403
PPO_DR,actuator,0.0,0.0,-0.1721214980006712,0.30866384684378
PPO_DR,actuator,0.0,1.0,0.2579372050265107,2.8161409436997094
PPO_DR,actuator,0.0,2.0,0.20958851186928612,13.431251462095272
PPO_DR,actuator,0.0,3.0,0.18776961120181282,2.7015285686464683
PPO_DR,actuator,0.0,4.0,0.3057439080482902,9.728377716129984
PPO_DR,actuator,0.0,5.0,-0.14073070957139056,0.5043463355229891
PPO_DR,actuator,0.0,6.0,0.2532825933657619,5.54170762821629
PPO_DR,actuator,0.0,7.0,-0.4646738553318736,0.2929004691281799
PPO_DR,actuator,0.0,8.0,0.21004641226960552,3.5725595210709566
PPO_DR,actuator,0.0,9.0,-0.4098917144688926,0.27227559684502445
PPO_DR,actuator,0.0,10.0,0.16692528535239065,2.0180566767892736
PPO_DR,actuator,0.0,11.0,-0.06712680124687277,0.8083706085342331
PPO_DR,actuator,0.0,12.0,0.3517038220314535,5.393142361376167
PPO_DR,actuator,0.0,13.0,-0.3667074983640711,0.16916276954855708
PPO_DR,actuator,0.0,14.0,0.21203781250435869,2.9652828345490367
PPO_DR,actuator,0.0,15.0,-0.027472580025864224,0.8946044346195116
PPO_DR,actuator,0.0,16.0,0.27806476614961284,5.557344088948267
PPO_DR,actuator,0.0,17.0,0.07545274231627032,2.5391971234104673
PPO_DR,actuator,0.0,18.0,-0.19586534702464647,0.3013932862792268
PPO_DR,actuator,0.0,19.0,0.23053996254326303,3.8780235748559857
PPO_DR,actuator,1.0,0.0,-0.17417064122940656,0.5374374996101962
PPO_DR,actuator,1.0,1.0,0.37676410812132566,5.023836003178295
PPO_DR,actuator,1.0,2.0,0.29550568279137285,3.6745019579342455
PPO_DR,actuator,1.0,3.0,-0.280848236739956,0.21197696836325006
PPO_DR,actuator,1.0,4.0,0.26986310130011293,3.0848208067784078
PPO_DR,actuator,1.0,5.0,0.08069602676363313,1.456565260730026
PPO_DR,actuator,1.0,6.0,0.3918195445437429,3.764234661652961
PPO_DR,actuator,1.0,7.0,0.3691074528296986,2.9057430556425348
PPO_DR,actuator,1.0,8.0,0.1244082355981901,2.1329569397088615
PPO_DR,actuator,1.0,9.0,-0.1252088613934378,0.4771948179642724
PPO_DR,actuator,1.0,10.0,0.20584135583383587,3.0168927015304634
PPO_DR,actuator,1.0,11.0,0.39285187134885824,4.82041327104553
PPO_DR,actuator,1.0,12.0,0.41044099467610606,2.998402416064469
PPO_DR,actuator,1.0,13.0,0.05734659607772864,1.2285641857571077
PPO_DR,actuator,1.0,14.0,0.24699048545718494,2.686614031523523
PPO_DR,actuator,1.0,15.0,0.37836759272514564,2.9348002061349288
PPO_DR,actuator,1.0,16.0,0.33247550787766433,2.491771734690972
PPO_DR,actuator,1.0,17.0,-0.05109955699182169,0.7758867413476196
PPO_DR,actuator,1.0,18.0,0.1890911795706738,2.0016825487908565
PPO_DR,actuator,1.0,19.0,-0.3079037746082104,0.3023096623443924
PPO_DR,actuator,2.0,0.0,0.18583038474111538,3.0861693472143807
PPO_DR,actuator,2.0,1.0,0.228284314716314,3.576290627689686
PPO_DR,actuator,2.0,2.0,0.08783734838321593,1.3252940326924014
PPO_DR,actuator,2.0,3.0,0.32206216040570035,2.8461810807642767
PPO_DR,actuator,2.0,4.0,0.04505181533013711,2.2297222783263972
PPO_DR,actuator,2.0,5.0,0.030515907676677254,1.4464445884501473
PPO_DR,actuator,2.0,6.0,-0.0007556652844349191,0.9912303146109471
PPO_DR,actuator,2.0,7.0,0.0723033891800366,1.4027130541462722
PPO_DR,actuator,2.0,8.0,0.36756942943065807,5.10184613270412
PPO_DR,actuator,2.0,10.0,0.027354542721565785,1.179589958206106
PPO_DR,actuator,2.0,11.0,0.2570346654927757,3.0528368446819854
PPO_DR,actuator,2.0,12.0,0.03194170512043867,1.3935696670559925
PPO_DR,actuator,2.0,13.0,0.1381073438617624,1.4835184106670365
PPO_DR,actuator,2.0,14.0,0.2914784302533757,6.452162576730518
PPO_DR,actuator,2.0,15.0,0.18199121065401358,2.2259402364993894
PPO_DR,actuator,2.0,16.0,-0.05372348787453622,0.8012188954810603
PPO_DR,actuator,2.0,17.0,0.2385924170606811,6.830148875414094
PPO_DR,actuator,2.0,18.0,0.26445160542529494,3.1891573952512955
PPO_DR,actuator,2.0,19.0,-0.2965462658407935,0.36098581318122297
PPO_DR,actuator,3.0,0.0,0.2050627096492103,3.344857412208051
PPO_DR,actuator,3.0,1.0,-0.32333240794664225,0.35214929214347707
PPO_DR,actuator,3.0,2.0,0.0203860284482578,1.1090997490245733
PPO_DR,actuator,3.0,3.0,0.09690231675862318,1.9615151535611959
PPO_DR,actuator,3.0,4.0,0.015478227065458643,1.0604882146198058
PPO_DR,actuator,3.0,5.0,0.11071324862286655,1.6911587860434225
PPO_DR,actuator,3.0,6.0,-0.17611678298727368,0.3730225417361752
PPO_DR,actuator,3.0,7.0,-0.23337115692889598,0.2122645499962384
PPO_DR,actuator,3.0,8.0,-0.007783594022403029,0.9734059698515106
PPO_DR,actuator,3.0,9.0,-0.0691751252399105,0.831791115783969
PPO_DR,actuator,3.0,10.0,-0.2071985561151408,0.4034331406883797
PPO_DR,actuator,3.0,11.0,-0.2661144639338199,0.19988370261864402
PPO_DR,actuator,3.0,12.0,0.1321692929515732,3.0742297240857326
PPO_DR,actuator,3.0,13.0,-0.18390335189995777,0.4162815575829936
PPO_DR,actuator,3.0,14.0,-0.022767235279201544,0.9403690275782157
PPO_DR,actuator,3.0,15.0,0.15997878128155027,3.2576236195677195
PPO_DR,actuator,3.0,16.0,0.1450477651880408,3.130265952389845
PPO_DR,actuator,3.0,17.0,0.05877734536962594,1.5245251582916062
PPO_DR,actuator,3.0,18.0,0.05767824668214663,1.2740530315246745
PPO_DR,actuator,3.0,19.0,0.15445123216845336,2.28023120029077
PPO_DR,actuator,4.0,0.0,-0.12060760639612118,0.5727604623346099
PPO_DR,actuator,4.0,1.0,0.11051623852621419,1.3814064915589872
PPO_DR,actuator,4.0,2.0,0.14185225158182968,1.4490072811422037
PPO_DR,actuator,4.0,3.0,0.07315303086904473,1.2712032681224898
PPO_DR,actuator,4.0,4.0,0.011789329678826817,1.1754090249367732
PPO_DR,actuator,4.0,5.0,0.09492154020764809,1.5640979288125243
PPO_DR,actuator,4.0,6.0,0.1987866368391432,2.5316725345092927
PPO_DR,actuator,4.0,7.0,0.15189475477939773,4.695027322335634
PPO_DR,actuator,4.0,8.0,0.21120207696211377,2.481989817065545
PPO_DR,actuator,4.0,9.0,0.1487055793162177,2.4449199079056156
PPO_DR,actuator,4.0,10.0,0.13599614341461833,2.7065463428291263
PPO_DR,actuator,4.0,11.0,-0.10268048870434814,0.6784585895428816
PPO_DR,actuator,4.0,12.0,0.09073175382112657,1.8211537524000558
PPO_DR,actuator,4.0,13.0,0.03819134215971687,2.024124299101197
PPO_DR,actuator,4.0,14.0,0.040580786078184605,1.9847137241451644
PPO_DR,actuator,4.0,15.0,0.16174989643073862,3.6636482039119813
PPO_DR,actuator,4.0,16.0,-0.23505041202932933,0.41510801010053866
PPO_DR,actuator,4.0,17.0,0.526149689547812,5.688349990122169
PPO_DR,actuator,4.0,18.0,0.10627366294233173,6.4695785038873765
PPO_DR,actuator,4.0,19.0,0.5594040536459708,4.722816200520317
PPO_DR,wind,0.0,0.0,-0.2336954036757371,0.573116601236704
PPO_DR,wind,0.0,1.0,0.13542606197364213,2.2708061750973783
PPO_DR,wind,0.0,2.0,0.1427924004498464,2.3914778746661876
PPO_DR,wind,0.0,3.0,-0.3227655522777354,0.42514258648900316
PPO_DR,wind,0.0,4.0,-0.23423532720185866,0.3900117735315686
PPO_DR,wind,0.0,5.0,0.033325493805589745,1.2167183462433135
PPO_DR,wind,0.0,6.0,0.09399601884209313,2.006410187324866
PPO_DR,wind,0.0,7.0,0.06431076089573178,1.289899020091737
PPO_DR,wind,0.0,8.0,0.2430890419572749,3.204916249324606
PPO_DR,wind,0.0,9.0,-0.1685103190526505,0.5969425604207216
PPO_DR,wind,0.0,10.0,0.1751956089074789,3.2838628801099308
PPO_DR,wind,0.0,11.0,-0.015012399281155742,0.9565938267352599
PPO_DR,wind,0.0,12.0,0.15012367345389546,1.971877232752233
PPO_DR,wind,0.0,13.0,-0.03895042545482231,0.9024284203634773
PPO_DR,wind,0.0,14.0,-0.14233774148472247,0.6748859753191445
PPO_DR,wind,0.0,15.0,0.15275017448820039,1.2792563786542783
PPO_DR,wind,0.0,16.0,-0.13999695747601815,0.7303159381979604
PPO_DR,wind,0.0,17.0,0.01499045131802686,1.0656409232251824
PPO_DR,wind,0.0,18.0,0.3185030473271879,4.500199588989485
PPO_DR,wind,0.0,19.0,0.1315394658545039,1.483525845605032
PPO_DR,wind,1.0,0.0,-0.02752011354375408,0.9561967190133147
PPO_DR,wind,1.0,1.0,-0.14586182984721133,0.7110152831026005
PPO_DR,wind,1.0,2.0,-0.1404207195986956,0.40130207725923345
PPO_DR,wind,1.0,3.0,0.019751723581379325,1.059664420792642
PPO_DR,wind,1.0,4.0,0.35107144711201904,2.6416907277415373
PPO_DR,wind,1.0,5.0,-0.20402778210595685,0.36543610354187156
PPO_DR,wind,1.0,6.0,0.04571375569186437,1.1205887646329777
PPO_DR,wind,1.0,7.0,-0.061588991425494566,0.8350422378589274
PPO_DR,wind,1.0,8.0,-0.11170309314457541,0.6263015689034759
PPO_DR,wind,1.0,9.0,0.0703588678654988,1.38007291164488
PPO_DR,wind,1.0,10.0,-0.048634560453932676,0.8278847072822207
PPO_DR,wind,1.0,11.0,-0.13645438452491124,0.6773930892467893
PPO_DR,wind,1.0,12.0,-0.052580153740776056,0.6867975852537929
PPO_DR,wind,1.0,13.0,0.20213617940568945,2.338266447998421
PPO_DR,wind,1.0,14.0,-0.2925396361710729,0.27422733093309243
PPO_DR,wind,1.0,15.0,-0.13421217416787254,0.6325951628498941
PPO_DR,wind,1.0,16.0,-0.01663206381273955,0.9063141530860221
PPO_DR,wind,1.0,17.0,0.020016846752619492,1.14931455137067
PPO_DR,wind,1.0,18.0,0.02768045872803579,1.1403760342440352
PPO_DR,wind,1.0,19.0,0.03942177221148035,1.1594384594434495
PPO_DR,wind,2.0,0.0,-0.2728944424921756,0.21279576926374721
PPO_DR,wind,2.0,1.0,-0.1769632079689788,0.42696438994600044
PPO_DR,wind,2.0,2.0,-0.012673922844144453,0.9207173198546661
PPO_DR,wind,2.0,3.0,0.10511080984871425,1.9151720125249037
PPO_DR,wind,2.0,4.0,0.09251701786175666,1.4052676248025997
PPO_DR,wind,2.0,5.0,0.2322391133695125,3.202275746485006
PPO_DR,wind,2.0,6.0,0.11061029479202888,1.4205462703169758
PPO_DR,wind,2.0,7.0,0.1300971130200884,2.485383363827563
PPO_DR,wind,2.0,8.0,0.2864008758645932,8.3607739009826
PPO_DR,wind,2.0,9.0,0.26143889377909985,2.460244689242709
PPO_DR,wind,2.0,10.0,-0.09640053713634011,0.6160036015433843
PPO_DR,wind,2.0,11.0,0.3319285196057465,3.2621570808578637
PPO_DR,wind,2.0,12.0,0.011052173243823592,1.0334185403490732
PPO_DR,wind,2.0,13.0,0.18291196877094512,1.6356720885089913
PPO_DR,wind,2.0,14.0,-0.13414519019319088,0.6951702880720209
PPO_DR,wind,2.0,15.0,-0.18990954947900995,0.4335057215117553
PPO_DR,wind,2.0,16.0,0.07621738223580468,1.388142834082993
PPO_DR,wind,2.0,17.0,-0.0334161195572133,0.9014524905910701
PPO_DR,wind,2.0,18.0,0.1863484628218184,1.4114802239925812
PPO_DR,wind,2.0,19.0,0.03769451094181629,1.2411595826393294
PPO_DR,wind,3.0,0.0,-0.15734020954616906,0.26557776870652283
PPO_DR,wind,3.0,1.0,-0.13672437399409565,0.5280902565394865
PPO_DR,wind,3.0,2.0,0.1395596085665893,2.2050062782714637
PPO_DR,wind,3.0,3.0,0.28474309306254536,2.5811459801566285
PPO_DR,wind,3.0,4.0,-0.12635917389921403,0.6027535563936468
PPO_DR,wind,3.0,5.0,-0.2583933380498151,0.3166638403325372
PPO_DR,wind,3.0,6.0,-0.2724439885117437,0.7082266161832292
PPO_DR,wind,3.0,7.0,0.021813120403263532,1.059803532819792
PPO_DR,wind,3.0,8.0,0.039971776061917846,1.2004077268004092
PPO_DR,wind,3.0,9.0,0.2886759668001994,2.361144080476036
PPO_DR,wind,3.0,10.0,0.23712568509037293,1.4995878985597422
PPO_DR,wind,3.0,11.0,-0.27672764743035455,0.4562977097110778
PPO_DR,wind,3.0,12.0,-0.06050243068980597,0.6756620410216317
PPO_DR,wind,3.0,13.0,-0.0024870221330587448,0.9823461319011606
PPO_DR,wind,3.0,14.0,-0.2615846314383667,0.46127801880722713
PPO_DR,wind,3.0,15.0,-0.09156226108115734,0.68053663426003
PPO_DR,wind,3.0,16.0,0.11214846824985877,1.3772316498695127
PPO_DR,wind,3.0,17.0,0.06929660005709046,1.7019612245691664
PPO_DR,wind,3.0,18.0,-0.2671003329897836,0.19182673233782213
PPO_DR,wind,3.0,19.0,-0.06512984562098521,0.8013475461639509
PPO_DR,wind,4.0,0.0,-0.0035404742156700617,0.9854783606946115
PPO_DR,wind,4.0,1.0,0.11305337879920557,1.2012823963123547
PPO_DR,wind,4.0,2.0,-0.055541218062757296,0.8673349907552771
PPO_DR,wind,4.0,3.0,0.15208541087360603,2.2401994868551793
PPO_DR,wind,4.0,4.0,-0.000475390809326552,0.9988258318923178
PPO_DR,wind,4.0,5.0,0.02753592166236746,1.1142996099699016
PPO_DR,wind,4.0,6.0,0.055163395986374694,1.1252744664427823
PPO_DR,wind,4.0,7.0,-0.12456333102239477,0.6301471051619033
PPO_DR,wind,4.0,8.0,-0.19490855490578193,0.6802824228178825
PPO_DR,wind,4.0,9.0,-0.14304898167980631,0.7325316555097814
PPO_DR,wind,4.0,10.0,-0.17933172434669595,0.6721387874422275
PPO_DR,wind,4.0,11.0,0.06856773407502706,1.311827186611967
PPO_DR,wind,4.0,12.0,-0.13843073051151963,0.7040231242666717
PPO_DR,wind,4.0,13.0,-0.01651770850937454,0.9563927538833061
PPO_DR,wind,4.0,14.0,0.2412681281831445,3.7128538636648263
PPO_DR,wind,4.0,15.0,-0.011171473497854205,0.9738189181023501
PPO_DR,wind,4.0,16.0,-0.05278659509870492,0.8836510905023532
PPO_DR,wind,4.0,17.0,-0.02824483914288542,0.9236406005595236
